interaction_id,timestamp,position,clicked,quoted,purchased,uw_decline_reason,user_id,policy_id,age,sex,smoker_flag,occupation_class,region_code,monthly_budget,insurance_company,product_name,product_type,coverage_amount,male_premium,female_premium,fixed_rate,current_rate,min_guaranteed_rate,surrender_value,renewal_cycle,universal,sales_channel,sales_date,contact_number
imp_004589,2025-09-06 14:50:56,2,0,0,0,,user_0791,69,60,F,0,0,43,62689,라이나생명,무배당 라이나초간편암보험(갱신형),주계약,"3,000만원",20400,17700,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-04-01,15880058
imp_004590,2025-07-13 18:45:56,1,0,0,0,,user_0051,83,29,M,0,0,49,27100,AIA생명,(무) AIA 100세 든든 슈퍼 암보험 (갱신형),주계약,"3,000만원",9000,12000,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM  CM,2025-09-01,1588-9898
imp_004591,2025-09-17 08:47:56,1,0,0,0,,user_0319,80,48,F,0,0,36,40737,AIA생명,(무) AIA 건강+ 암보험 (갱신형) 1형,주계약,"3,000만원",27600,26700,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-9898
imp_004592,2025-06-30 11:46:56,1,0,0,0,,user_0173,52,61,M,1,0,27,79053,KB라이프생명,KB 착한암보험 무배당(해약환급금 미지급형),주계약,"3,000만원",26820,15330,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_004593,2025-09-07 14:11:56,8,0,0,0,,user_0777,69,58,F,0,0,11,107719,라이나생명,무배당 라이나초간편암보험(갱신형),주계약,"3,000만원",20400,17700,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-04-01,15880058
imp_004594,2025-06-21 08:49:56,8,0,0,0,,user_0196,48,35,M,0,0,42,78619,KB라이프생명,KB 생활든든암보험 무배당(갱신형)(일반심사형),주계약,"3,000만원 원",12570,6510,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2025-09-01,1588-3374
imp_004595,2025-08-19 10:37:56,3,0,0,0,,user_0156,28,41,F,0,0,36,113848,미래에셋생명,온라인 암보험 무배당 [갱신형],주계약,"3,000만원",6450,7650,2.25 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_004596,2025-07-10 07:17:56,2,1,0,0,,user_0959,42,37,F,0,0,45,94738,메트라이프생명,무배당 360 암보험(갱신형),주계약,"3,000만원",15000,9900,2.75 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2025-04-01,1588-9600
imp_004597,2025-07-18 16:07:56,9,0,0,0,,user_0178,74,58,M,0,0,26,106341,라이나생명,무배당첫날부터암보험(갱신형),주계약,"3,000만원",20400,23400,2.25 %,-,-,만기환급,갱신형,비유니버셜,TM,2025-01-01,15880058
imp_004598,2025-08-24 09:24:56,1,0,0,0,,user_0134,58,41,F,0,2,11,143281,신한라이프생명,"신한(간편가입)케어받는암보험(무배당, 갱신형)",주계약,"3,000만원",14700,15270,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-5580
imp_004599,2025-08-07 19:15:56,1,0,0,0,,user_0890,68,33,F,0,2,11,162654,라이나생명,(무)첫날부터라이나암보험(갱신형),주계약,"1,000만원",6500,6600,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-01-01,15880058
imp_004600,2025-08-05 16:03:56,4,0,0,0,,user_0726,58,54,M,1,0,27,68754,신한라이프생명,"신한(간편가입)케어받는암보험(무배당, 갱신형)",주계약,"3,000만원",14700,15270,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-5580
imp_004601,2025-06-29 10:09:56,2,0,0,0,,user_0640,20,24,M,0,0,43,19334,교보생명,교보간편통합암보험 (무배당),주계약,"3,000만원",68850,46650,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2025-04-01,1588-1001
imp_004602,2025-09-04 09:44:56,10,0,0,0,,user_0799,31,56,F,0,1,45,46396,미래에셋생명,온라인 더 잘고른 미니암보험 무배당,주계약,"1,000만원 (단, [여성형]은 500만원)",1796,3038,2.00 %,-,-,순수보장,비갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_004603,2025-07-16 10:08:56,2,0,0,0,,user_0722,12,43,F,0,0,48,37236,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_004604,2025-09-12 14:04:56,3,1,0,0,,user_0274,12,22,M,0,0,27,69826,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_004605,2025-09-04 16:32:56,4,0,0,0,,user_0626,32,41,M,0,1,47,123735,KDB생명,(무)암만생각해도 KDB암보험 2.0(해약환급금미지급형Ⅲ),주계약,100만원,1130,780,2.75 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널  TM,2025-04-01,1588-4040
imp_004606,2025-08-14 06:23:56,2,1,0,0,,user_0810,34,46,M,0,1,46,123131,KDB생명,(무)KDB다이렉트 암보험(갱신형),주계약,"1,000만원",3190,3280,2.50 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-04-01,1588-4040
imp_004607,2025-08-05 11:55:56,2,0,0,0,,user_0643,93,41,F,0,0,49,57363,NH농협생명,"새로나온NH암보험(갱신형,순수보장형,무배당)_2404",주계약,"3,000만원",19200,22500,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널  방카슈랑스,2024-05-02,1544-4000
imp_004608,2025-07-15 19:12:56,7,1,0,0,,user_0745,67,68,M,1,0,49,23223,라이나생명,무배당라이나퍼펙트케어암보험(갱신형),주계약,"3,000만원",13200,25500,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-05-19,1588-0058
imp_004609,2025-08-08 14:54:56,4,0,0,0,,user_0052,58,60,F,0,0,30,78955,신한라이프생명,"신한(간편가입)케어받는암보험(무배당, 갱신형)",주계약,"3,000만원",14700,15270,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-5580
imp_004610,2025-07-22 10:17:56,4,0,0,0,,user_0483,91,29,M,1,0,47,46663,NH농협생명,"새로나온NH암보험(갱신형,건강관리형,무배당)_2404",주계약,"3,000만원",30300,33600,2.50 %,-,-,만기환급,갱신형,비유니버셜,대면채널  방카슈랑스,2024-05-02,1544-4000
imp_004611,2025-09-05 07:38:56,2,0,0,0,,user_0897,74,34,M,0,1,49,77290,라이나생명,무배당첫날부터암보험(갱신형),주계약,"3,000만원",20400,23400,2.25 %,-,-,만기환급,갱신형,비유니버셜,TM,2025-01-01,15880058
imp_004612,2025-08-25 17:35:56,3,0,0,0,,user_0129,24,24,M,0,1,11,75803,교보생명,"교보암보험 [D2408](무배당,갱신형)",주계약,"3,000만원",13530,14280,2.00 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-04-01,1588-1001
imp_004613,2025-07-31 12:41:56,1,0,0,0,,user_0860,93,43,F,0,1,41,110608,NH농협생명,"새로나온NH암보험(갱신형,순수보장형,무배당)_2404",주계약,"3,000만원",19200,22500,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널  방카슈랑스,2024-05-02,1544-4000
imp_004614,2025-07-12 17:34:56,9,0,0,0,,user_0667,87,28,M,0,0,30,29708,NH농협생명,"NHe편한암보험(갱신형,비갱신형,무배당)_(갱신형, 일반가입형)",주계약,"3,000만원",21000,17700,2.50 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-01-01,1544-4000
imp_004615,2025-06-28 07:07:56,5,0,0,0,,user_0631,28,43,F,0,0,44,96461,미래에셋생명,온라인 암보험 무배당 [갱신형],주계약,"3,000만원",6450,7650,2.25 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_004616,2025-07-04 15:26:56,1,0,0,0,,user_0661,55,47,F,0,1,46,53846,신한라이프생명,신한SOL암보험(무배당),주계약,"3,000만원",33120,24030,2.25 %,-,-,순수보장,비갱신형,비유니버셜,CM,2025-09-01,1588-5580
imp_004617,2025-06-26 17:56:56,9,0,0,0,,user_0637,12,21,M,0,0,31,59649,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_004618,2025-07-18 11:52:56,1,0,0,0,,user_0061,12,47,F,0,0,43,81167,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_004619,2025-07-25 10:10:56,3,0,0,0,,user_0845,94,34,F,0,1,27,77829,교보라이프플래닛생명,"(무)교보라플 비갱신암보험(해약환급금 미지급형, 비흡연체)",주계약,"3,000만원",35760,26550,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1566-0999
imp_004620,2025-07-31 07:54:56,3,0,0,0,,user_0415,22,68,M,0,1,45,73316,교보생명,교보통합암보험 (무배당),주계약,"3,000만원",51000,33300,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2025-04-01,1588-1001
imp_004621,2025-07-05 14:01:56,1,0,0,0,,user_0028,76,32,F,0,0,26,94283,라이나생명,(무)뉴스타트암보험(갱신형),주계약,"3,000만원",21000,24000,2.25 %,-,-,만기환급,갱신형,비유니버셜,TM,2025-01-01,15880058
imp_004622,2025-08-02 11:00:56,2,1,0,0,,user_0224,52,44,F,0,0,48,128872,KB라이프생명,KB 착한암보험 무배당(해약환급금 미지급형),주계약,"3,000만원",26820,15330,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_004623,2025-07-08 08:40:56,1,0,0,0,,user_0060,73,59,M,0,0,43,84980,라이나생명,무배당뉴스타트플러스암보험(갱신형)_1형(플러스형),주계약,"3,000만원",10500,19800,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-01-01,15880058
imp_004624,2025-07-22 18:53:56,2,1,0,0,,user_0569,79,48,F,0,1,31,57959,라이나생명,(무)라이나다이렉트암보험(갱신형),주계약,"3,000만원",10767,13386,2.25 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-01-01,15880058
imp_004625,2025-08-11 18:02:56,1,0,0,0,,user_0033,42,40,F,0,0,30,107498,메트라이프생명,무배당 360 암보험(갱신형),주계약,"3,000만원",15000,9900,2.75 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2025-04-01,1588-9600
imp_004626,2025-08-28 13:10:56,7,1,0,0,,user_0112,29,40,M,0,0,43,129021,미래에셋생명,온라인 암보험 무배당 [해약환급금이 없는 유형],주계약,"3,000만원",29940,20670,2.25 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_004627,2025-07-05 11:49:56,1,0,0,0,,user_0989,75,59,M,0,0,36,83747,라이나생명,(무)암걱정없는표적치료암보험(갱신형)_실속형,주계약,"1,000만원",11900,17000,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  방카슈랑스,2025-01-01,15880058
imp_004628,2025-07-13 07:38:56,3,0,0,0,,user_0181,75,44,F,0,1,47,119142,라이나생명,(무)암걱정없는표적치료암보험(갱신형)_실속형,주계약,"1,000만원",11900,17000,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  방카슈랑스,2025-01-01,15880058
imp_004629,2025-07-23 07:57:56,1,0,0,0,,user_0760,50,65,M,0,0,26,51400,KB라이프생명,KB 계획이다있는여성암보험 무배당(해약환급금 미지급형),주계약,"3,000만원",0,18480,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_004630,2025-07-29 15:20:56,6,0,0,0,,user_0093,59,42,F,0,0,44,50639,처브라이프생명,Chubb 간편가입 매월받는 암생활비보험Ⅱ(갱신형) 무배당,주계약,"2,000만원 원",82400,63600,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2024-05-01,02-1599-4600
imp_004631,2025-09-14 12:54:56,6,0,0,0,,user_0473,76,23,M,0,0,41,40477,라이나생명,(무)뉴스타트암보험(갱신형),주계약,"3,000만원",21000,24000,2.25 %,-,-,만기환급,갱신형,비유니버셜,TM,2025-01-01,15880058
imp_004632,2025-09-04 17:57:56,4,0,0,0,,user_0499,84,39,M,0,1,31,54196,AIA생명,(무) 원스톱 더 드림 암보험II (갱신형),주계약,"3,000만원",9900,12900,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-09-01,1588-9898
imp_004633,2025-06-24 08:33:56,7,0,0,0,,user_0448,47,39,F,0,1,36,116956,KB라이프생명,KB 생활든든암보험 무배당(갱신형)(간편심사형),주계약,"3,000만원",17400,8640,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2025-09-01,1588-3374
imp_004634,2025-08-10 15:54:56,4,1,0,0,,user_0016,55,48,F,0,0,26,39120,신한라이프생명,신한SOL암보험(무배당),주계약,"3,000만원",33120,24030,2.25 %,-,-,순수보장,비갱신형,비유니버셜,CM,2025-09-01,1588-5580
imp_004635,2025-07-02 09:33:56,1,0,0,0,,user_0392,67,55,M,1,1,44,67992,라이나생명,무배당라이나퍼펙트케어암보험(갱신형),주계약,"3,000만원",13200,25500,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-05-19,1588-0058
imp_004636,2025-08-08 10:10:56,4,0,0,0,,user_0949,46,58,M,0,0,41,57919,메트라이프생명,무배당 메트라이프 대장암및소장암진단보험,주계약,500만원,2950,2300,2.30 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,1588-9600
imp_004637,2025-08-30 14:16:56,3,0,0,0,,user_0995,83,58,F,0,0,43,31207,AIA생명,(무) AIA 100세 든든 슈퍼 암보험 (갱신형),주계약,"3,000만원",9000,12000,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM  CM,2025-09-01,1588-9898
imp_004638,2025-09-16 12:16:56,5,0,0,0,,user_0539,23,55,M,0,0,48,101829,교보생명,"교보간편암보험 [D2408](무배당,갱신형)",주계약,"3,000만원",18480,19320,2.00 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-04-01,1588-1001
imp_004639,2025-07-18 11:52:56,2,1,0,0,,user_0093,60,42,F,0,0,44,50639,처브라이프생명,Chubb 매월받는 암생활비보험Ⅱ(갱신형) 무배당,주계약,"2,000만원 원",60800,49800,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2024-05-01,02-1599-4600
imp_004640,2025-08-10 13:19:56,6,0,0,0,,user_0064,87,63,F,0,1,11,34465,NH농협생명,"NHe편한암보험(갱신형,비갱신형,무배당)_(갱신형, 일반가입형)",주계약,"3,000만원",21000,17700,2.50 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-01-01,1544-4000
imp_004641,2025-06-30 14:52:56,1,0,0,0,,user_0279,84,54,M,0,0,11,36553,AIA생명,(무) 원스톱 더 드림 암보험II (갱신형),주계약,"3,000만원",9900,12900,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-09-01,1588-9898
imp_004642,2025-07-16 11:32:56,3,1,0,0,,user_0739,78,57,F,0,1,30,69748,라이나생명,(무)암으로치료하였어도OK암보험,주계약,"3,000만원",62700,78300,2.25 %,-,-,만기환급,비갱신형,비유니버셜,대면채널,2025-01-01,15880058
imp_004643,2025-08-03 08:04:56,2,0,0,0,,user_0685,81,51,M,0,0,48,99698,AIA생명,(무) AIA 건강+ 암보험 (갱신형) 2형,주계약,"3,000만원",19800,19500,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-9898
imp_004644,2025-07-22 09:31:56,3,1,0,0,,user_0571,28,64,F,0,0,47,72622,미래에셋생명,온라인 암보험 무배당 [갱신형],주계약,"3,000만원",6450,7650,2.25 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_004645,2025-08-30 11:35:56,8,0,0,0,,user_0944,49,63,F,1,0,27,82428,KB라이프생명,KB 계획이다있는여성암보험 무배당,주계약,"3,000만원",0,18810,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_004646,2025-08-01 09:48:56,1,1,0,0,,user_0716,31,48,M,0,0,41,124293,미래에셋생명,온라인 더 잘고른 미니암보험 무배당,주계약,"1,000만원 (단, [여성형]은 500만원)",1796,3038,2.00 %,-,-,순수보장,비갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_004647,2025-09-13 06:21:56,1,0,0,0,,user_0973,81,39,M,0,0,43,39698,AIA생명,(무) AIA 건강+ 암보험 (갱신형) 2형,주계약,"3,000만원",19800,19500,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-9898
imp_004648,2025-08-03 12:58:56,6,0,0,0,,user_0095,42,39,M,1,0,43,38275,메트라이프생명,무배당 360 암보험(갱신형),주계약,"3,000만원",15000,9900,2.75 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2025-04-01,1588-9600
imp_004649,2025-07-14 17:42:56,3,0,0,0,,user_0039,95,24,F,0,2,46,65966,교보라이프플래닛생명,"(무)교보라플 비갱신암보험(해약환급금 미지급형, 표준체)",주계약,"3,000만원",37890,26820,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1566-0999
imp_004650,2025-07-04 08:19:56,1,0,0,0,,user_0817,65,51,M,1,0,30,84830,푸본현대생명,ZERO 걱정없는 암보험 무배당/갱신형(2404),주계약,"3,000만원",13800,9000,2.60 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-01-01,1577-3311
imp_004651,2025-08-26 10:03:56,1,1,0,0,,user_0920,67,23,F,0,1,49,87924,라이나생명,무배당라이나퍼펙트케어암보험(갱신형),주계약,"3,000만원",13200,25500,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-05-19,1588-0058
imp_004652,2025-08-30 13:54:56,1,0,0,0,,user_0203,38,28,F,0,0,45,59817,DB생명,(무)e로운 암보험(갱신형)(2404),주계약,"3,000만원",14700,20100,3.00 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-09-01,1588-3131
imp_004653,2025-08-09 11:05:56,2,0,0,0,,user_0570,5,56,F,0,0,36,48075,한화생명,한화생명 e시그니처암보험 무배당,주계약,"3,000만원",31842,23961,2.75 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-6363
imp_004654,2025-06-26 14:43:56,1,0,0,0,,user_0882,10,48,M,1,0,31,113248,한화생명,한화생명 간편가입 e시그니처암보험 무배당,주계약,"1,000만원",14232,10243,2.75 %,-,-,순수보장,비갱신형,비유니버셜,CM,2025-09-01,1588-6363
imp_004655,2025-07-17 15:46:56,1,0,0,0,,user_0738,93,57,F,0,1,31,50640,NH농협생명,"새로나온NH암보험(갱신형,순수보장형,무배당)_2404",주계약,"3,000만원",19200,22500,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널  방카슈랑스,2024-05-02,1544-4000
imp_004656,2025-07-17 16:09:56,3,0,0,0,,user_0090,2,42,F,0,0,36,133398,한화생명,한화생명 간편가입 Need AI 암보험 무배당,주계약,500만원,7200,6000,2.75 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2025-09-01,1588-6363
imp_004657,2025-07-08 12:18:56,1,1,1,1,,user_0549,38,56,F,0,1,45,90789,DB생명,(무)e로운 암보험(갱신형)(2404),주계약,"3,000만원",14700,20100,3.00 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-09-01,1588-3131
imp_004658,2025-07-14 09:11:56,6,0,0,0,,user_0362,32,48,F,0,0,42,36063,KDB생명,(무)암만생각해도 KDB암보험 2.0(해약환급금미지급형Ⅲ),주계약,100만원,1130,780,2.75 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널  TM,2025-04-01,1588-4040
imp_004659,2025-08-21 18:53:56,4,0,0,0,,user_0323,66,42,M,1,2,46,65436,푸본현대생명,ZERO 걱정없는 암보험 간편가입 무배당/갱신형(2404),주계약,"3,000만원",19500,12000,2.60 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-01-01,1577-3311
imp_004660,2025-07-31 11:58:56,3,0,0,0,,user_0620,45,33,F,0,0,48,67431,메트라이프생명,무배당 메트라이프 위암및식도암진단보험,주계약,500만원,2150,2150,2.30 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,1588-9600
imp_004661,2025-07-12 13:24:56,2,0,0,0,,user_0824,12,30,M,0,1,30,85906,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_004662,2025-09-16 15:49:56,2,0,0,0,,user_0169,12,47,M,0,0,48,73582,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_004663,2025-09-15 09:04:56,9,1,0,0,,user_0356,97,30,M,0,0,47,89177,교보라이프플래닛생명,"(무)교보라플 비갱신암보험(만기환급형, 표준체)",주계약,"3,000만원",123540,84390,2.25 %,-,-,만기환급,비갱신형,비유니버셜,CM,2025-09-01,1566-0999
imp_004664,2025-07-21 17:07:56,2,0,0,0,,user_0506,43,37,F,0,1,43,115027,메트라이프생명,무배당 메트라이프 간암및췌장암진단보험,주계약,500만원,1900,1100,2.30 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,1588-9600
imp_004665,2025-08-25 10:29:56,6,0,0,0,,user_0597,80,53,M,0,0,42,87701,AIA생명,(무) AIA 건강+ 암보험 (갱신형) 1형,주계약,"3,000만원",27600,26700,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-9898
imp_004666,2025-07-06 06:59:56,5,0,0,0,,user_0041,29,31,F,1,0,36,33309,미래에셋생명,온라인 암보험 무배당 [해약환급금이 없는 유형],주계약,"3,000만원",29940,20670,2.25 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_004667,2025-07-18 06:21:56,3,0,0,0,,user_0016,65,48,F,0,0,26,39120,푸본현대생명,ZERO 걱정없는 암보험 무배당/갱신형(2404),주계약,"3,000만원",13800,9000,2.60 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-01-01,1577-3311
imp_004668,2025-07-09 11:14:56,2,0,0,0,,user_0874,72,60,M,0,0,26,54524,라이나생명,무배당뉴스타트플러스암보험(갱신형)_2형(일반형),주계약,"3,000만원",10200,12600,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-01-01,15880058
imp_004669,2025-07-04 06:31:56,7,0,0,0,,user_0247,80,55,F,0,0,36,67550,AIA생명,(무) AIA 건강+ 암보험 (갱신형) 1형,주계약,"3,000만원",27600,26700,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-9898
imp_004670,2025-08-08 12:57:56,1,1,0,0,,user_0379,83,39,M,0,0,36,53091,AIA생명,(무) AIA 100세 든든 슈퍼 암보험 (갱신형),주계약,"3,000만원",9000,12000,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM  CM,2025-09-01,1588-9898
imp_004671,2025-08-21 10:24:56,3,1,0,0,,user_0327,16,41,F,0,1,45,50914,삼성생명,"삼성 인터넷암보험(2404)(갱신형,무배당)",주계약,"2,500만원",12750,15500,2.00 %,-,-,순수보장,갱신형,비유니버셜,CM,2024-04-01,1588-3114
imp_004672,2025-08-25 19:12:56,3,0,0,0,,user_0949,54,58,M,0,0,41,57919,KB라이프생명,KB toss착한암보험 무배당(해약환급금 미지급형),주계약,"3,000만원",26820,15330,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_004673,2025-07-03 09:22:56,2,1,0,0,,user_0534,17,46,F,0,0,30,92941,흥국생명,(무)흥국생명다재다능종합보험(해약환급금미지급형V2),주계약,"3,000만원",19440,16062,3.00 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,TM,2025-04-01,1588-2288
imp_004674,2025-06-27 18:49:56,2,0,0,0,,user_0896,47,48,M,1,0,49,117287,KB라이프생명,KB 생활든든암보험 무배당(갱신형)(간편심사형),주계약,"3,000만원",17400,8640,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2025-09-01,1588-3374
imp_004675,2025-07-30 15:51:56,1,1,0,0,,user_0991,71,49,M,1,1,45,133696,라이나생명,(무)암걱정없는표적치료암보험(갱신형)_프리미엄형,주계약,"3,000만원",26700,37800,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  방카슈랑스,2025-01-01,15880058
imp_004676,2025-09-15 15:51:56,8,0,0,0,,user_0092,36,53,F,1,0,46,49228,KDB생명,(무)KDB다이렉트 암보험(표준형),주계약,"1,000만원",12160,8130,2.75 %,-,-,순수보장,비갱신형,비유니버셜,CM,2025-04-01,1588-4040
imp_004677,2025-09-03 06:23:56,5,0,0,0,,user_0325,52,21,M,0,1,11,55242,KB라이프생명,KB 착한암보험 무배당(해약환급금 미지급형),주계약,"3,000만원",26820,15330,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_004678,2025-06-23 08:39:56,6,1,0,0,,user_0398,34,40,M,0,0,26,76211,KDB생명,(무)KDB다이렉트 암보험(갱신형),주계약,"1,000만원",3190,3280,2.50 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-04-01,1588-4040
imp_004679,2025-07-26 16:19:56,1,1,0,0,,user_0410,28,43,F,0,0,47,85425,미래에셋생명,온라인 암보험 무배당 [갱신형],주계약,"3,000만원",6450,7650,2.25 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_004680,2025-07-24 13:48:56,1,0,0,0,,user_0413,73,58,M,0,0,49,76462,라이나생명,무배당뉴스타트플러스암보험(갱신형)_1형(플러스형),주계약,"3,000만원",10500,19800,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-01-01,15880058
imp_004681,2025-06-23 12:05:56,1,0,0,0,,user_0643,82,41,F,0,0,49,57363,AIA생명,(무) 안심되는 초간편 건강보험 (갱신형) 1형(암보장형),주계약,"3,000만원",18300,21900,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-09-01,1588-9898
imp_004682,2025-07-23 19:12:56,7,0,0,0,,user_0227,17,43,F,1,0,41,70405,흥국생명,(무)흥국생명다재다능종합보험(해약환급금미지급형V2),주계약,"3,000만원",19440,16062,3.00 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,TM,2025-04-01,1588-2288
imp_004683,2025-08-02 11:00:56,3,0,0,0,,user_0139,76,40,M,0,1,46,86734,라이나생명,(무)뉴스타트암보험(갱신형),주계약,"3,000만원",21000,24000,2.25 %,-,-,만기환급,갱신형,비유니버셜,TM,2025-01-01,15880058
imp_004684,2025-08-06 13:43:56,2,0,0,0,,user_0803,9,48,M,0,0,27,51761,한화생명,한화생명 시그니처H보장보험 무배당,주계약,500만원,5100,3600,2.75 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2025-09-01,1588-6363
imp_004685,2025-08-21 09:48:56,7,0,0,0,,user_0639,34,25,M,0,1,42,55371,KDB생명,(무)KDB다이렉트 암보험(갱신형),주계약,"1,000만원",3190,3280,2.50 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-04-01,1588-4040
