회사명,상품명,지급금액,가입금액,남자(보험료),여자(보험료),나이,성별,직업,직업 위험도
농협생명,(유)농협생명 신뢰 종신보험 (표준체) [고액보장-2187],30000000,300000000,513000,489000,44,여자,운전기사,위험
교보라이프플래닛생명,(무)교보라이프플래닛생명 에이스 종신보험 (일반심사형) [고액보장-2188],500000000,200000000,1358000,1277000,60,남자,위험화학작업자,고위험
KB생명,(유)KB생명 베스트 종신보험 (표준체) [고액보장-2189],100000000,300000000,636000,616000,34,남자,택배기사,위험
메트라이프생명,(무)메트라이프생명 프라임 종신보험 (표준체) [고액보장-2190],500000000,30000000,1056000,966000,41,여자,경찰,위험
삼성생명,(유)삼성생명 시그니처 종신보험 (표준체) [고액보장-2191],30000000,300000000,504000,481000,58,여자,건설업,고위험
KB생명,(무)KB생명 에이스 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2192],100000000,300000000,687000,658000,53,여자,택배기사,위험
푸르덴셜생명,(유)푸르덴셜생명 퍼스트 종신보험 (표준체) [고액보장-2193],50000000,100000000,243000,213000,34,남자,잠수부,고위험
한화생명,(무)한화생명 안심 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2194],100000000,300000000,682000,632000,46,남자,운전기사,위험
한화생명,(유)한화생명 엘리트 종신보험 (간편심사형) [고액보장-2195],50000000,50000000,182000,169000,37,여자,군인,고위험
KB생명,(무)KB생명 플러스 종신보험 (간편심사형) [고액보장-2196],200000000,50000000,458000,397000,44,여자,고소작업자,고위험
ABL생명,(유)ABL생명 퍼스트 종신보험 (간편심사형) [고액보장-2197],50000000,100000000,256000,238000,32,남자,위험화학작업자,고위험
삼성생명,(무)삼성생명 베스트 종신보험 (간편심사형) [고액보장-2198],30000000,30000000,111000,97000,56,여자,군인,고위험
교보라이프플래닛생명,(유)교보라이프플래닛생명 퍼스트 종신보험 (간편심사형) [고액보장-2199],50000000,30000000,150000,130000,58,남자,고소작업자,고위험
푸르덴셜생명,(무)푸르덴셜생명 베스트 종신보험 (간편심사형) [고액보장-2200],100000000,300000000,679000,597000,59,남자,생산직,위험
삼성생명,(유)삼성생명 시그니처 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2201],200000000,50000000,506000,456000,53,여자,고소작업자,고위험
교보생명,(무)교보생명 안심 종신보험 (표준체) [고액보장-2202],500000000,100000000,1160000,1090000,47,여자,군인,고위험
ABL생명,(유)ABL생명 베스트 종신보험 (일반심사형) [고액보장-2203],300000000,50000000,709000,615000,60,여자,전기공(고압),고위험
흥국생명,(무)흥국생명 시그니처 종신보험 (일반심사형) [고액보장-2204],300000000,500000000,1438000,1223000,33,남자,요리사,위험
교보라이프플래닛생명,(유)교보라이프플래닛생명 프라임 종신보험 (표준체) [고액보장-2205],30000000,100000000,199000,184000,27,여자,고소작업자,고위험
푸르덴셜생명,(무)푸르덴셜생명 스마트 종신보험 (해약환급금 미지급형) [고액보장-2206],300000000,50000000,682000,661000,35,남자,소방공무원,위험
삼성생명,(유)삼성생명 퍼스트 종신보험 (간편심사형) [고액보장-2207],50000000,200000000,424000,394000,45,여자,벌목공,고위험
흥국생명,(무)흥국생명 플러스 종신보험 (일반심사형) [고액보장-2208],200000000,300000000,816000,796000,34,여자,개발자,저위험
흥국생명,(유)흥국생명 안심 종신보험 (간편심사형) [고액보장-2209],50000000,100000000,256000,233000,28,남자,건설업,고위험
삼성생명,(무)삼성생명 플러스 종신보험 (표준체) [고액보장-2210],500000000,30000000,1102000,1011000,25,여자,전기공(고압),고위험
ABL생명,(유)ABL생명 골드 종신보험 (일반심사형) [고액보장-2211],300000000,300000000,1033000,980000,56,남자,연구원,저위험
흥국생명,(무)흥국생명 시그니처 종신보험 (표준체) [고액보장-2212],500000000,200000000,1254000,1207000,53,여자,건설업,고위험
한화생명,(유)한화생명 스마트 종신보험 (표준체) [고액보장-2213],500000000,500000000,1804000,1642000,29,남자,고소작업자,고위험
KB생명,(무)KB생명 시그니처 종신보험 (해약환급금 미지급형) [고액보장-2214],300000000,100000000,711000,619000,49,여자,판매원,위험
교보생명,(유)교보생명 시그니처 종신보험 (해약환급금 미지급형) [고액보장-2215],300000000,50000000,635000,602000,40,여자,고소작업자,고위험
ABL생명,(무)ABL생명 베스트 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2216],30000000,300000000,520000,488000,28,여자,운전기사,위험
농협생명,(유)농협생명 스마트 종신보험 (해약환급금 미지급형) [고액보장-2217],200000000,30000000,434000,422000,42,여자,위험화학작업자,고위험
ABL생명,(무)ABL생명 골드 종신보험 (표준체) [고액보장-2218],100000000,300000000,627000,541000,31,남자,공무원,저위험
흥국생명,(유)흥국생명 엘리트 종신보험 (일반심사형) [고액보장-2219],500000000,50000000,1027000,935000,39,여자,위험화학작업자,고위험
흥국생명,(무)흥국생명 시그니처 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2220],30000000,30000000,99000,95000,59,남자,군인,고위험
신한라이프,(유)신한라이프 안심 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2221],500000000,100000000,1175000,1115000,34,여자,경찰,위험
푸르덴셜생명,(무)푸르덴셜생명 엘리트 종신보험 (간편심사형) [고액보장-2222],500000000,500000000,1827000,1597000,48,여자,군인,고위험
한화생명,(유)한화생명 케어 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2223],100000000,100000000,334000,293000,29,여자,군인,고위험
흥국생명,(무)흥국생명 플러스 종신보험 (해약환급금 미지급형) [고액보장-2224],50000000,30000000,154000,142000,53,남자,전기공(고압),고위험
한화생명,(유)한화생명 신뢰 종신보험 (표준체) [고액보장-2225],500000000,50000000,1051000,995000,28,남자,군인,고위험
ABL생명,(무)ABL생명 베스트 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2226],200000000,300000000,909000,840000,43,여자,기술직,위험
한화생명,(유)한화생명 골드 종신보험 (일반심사형) [고액보장-2227],200000000,300000000,889000,822000,39,여자,잠수부,고위험
흥국생명,(무)흥국생명 퍼스트 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2228],100000000,200000000,521000,488000,28,여자,광부,고위험
교보생명,(유)교보생명 프라임 종신보험 (일반심사형) [고액보장-2229],500000000,100000000,1152000,1044000,42,여자,교사,저위험
농협생명,(무)농협생명 퍼스트 종신보험 (일반심사형) [고액보장-2230],300000000,500000000,1375000,1320000,42,여자,택배기사,위험
교보생명,(유)교보생명 스마트 종신보험 (간편심사형) [고액보장-2231],50000000,200000000,395000,344000,54,남자,군인,고위험
한화생명,(무)한화생명 케어 종신보험 (일반심사형) [고액보장-2232],200000000,500000000,1175000,1051000,34,남자,디자이너,저위험
메트라이프생명,(유)메트라이프생명 프라임 종신보험 (일반심사형) [고액보장-2233],500000000,300000000,1411000,1368000,38,여자,공무원,저위험
삼성생명,(무)삼성생명 케어 종신보험 (간편심사형) [고액보장-2234],30000000,30000000,103000,101000,49,여자,전기공(고압),고위험
농협생명,(유)농협생명 베스트 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2235],500000000,500000000,1649000,1505000,35,여자,군인,고위험
농협생명,(무)농협생명 퍼스트 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2236],100000000,100000000,345000,302000,47,남자,광부,고위험
흥국생명,(유)흥국생명 프라임 종신보험 (간편심사형) [고액보장-2237],500000000,200000000,1223000,1058000,25,여자,잠수부,고위험
삼성생명,(무)삼성생명 안심 종신보험 (간편심사형) [고액보장-2238],30000000,50000000,141000,137000,35,여자,고소작업자,고위험
교보라이프플래닛생명,(유)교보라이프플래닛생명 케어 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2239],500000000,50000000,1042000,918000,43,남자,잠수부,고위험
메트라이프생명,(무)메트라이프생명 에이스 종신보험 (간편심사형) [고액보장-2240],30000000,50000000,143000,126000,45,여자,군인,고위험
푸르덴셜생명,(유)푸르덴셜생명 에이스 종신보험 (간편심사형) [고액보장-2241],300000000,300000000,1120000,1035000,36,여자,고소작업자,고위험
농협생명,(무)농협생명 신뢰 종신보험 (표준체) [고액보장-2242],200000000,500000000,1165000,1023000,34,여자,소방공무원,위험
교보생명,(유)교보생명 시그니처 종신보험 (표준체) [고액보장-2243],200000000,100000000,520000,493000,36,남자,고소작업자,고위험
교보생명,(무)교보생명 케어 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2244],500000000,200000000,1274000,1214000,45,남자,고소작업자,고위험
삼성생명,(유)삼성생명 스마트 종신보험 (해약환급금 미지급형) [고액보장-2245],200000000,50000000,478000,407000,59,여자,전기공(고압),고위험
한화생명,(무)한화생명 엘리트 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2246],30000000,500000000,777000,759000,28,남자,군인,고위험
흥국생명,(유)흥국생명 프라임 종신보험 (일반심사형) [고액보장-2247],50000000,200000000,409000,389000,60,여자,벌목공,고위험
메트라이프생명,(무)메트라이프생명 골드 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2248],100000000,200000000,497000,428000,33,여자,위험화학작업자,고위험
삼성생명,(유)삼성생명 에이스 종신보험 (표준체) [고액보장-2249],30000000,30000000,107000,102000,39,남자,전기공(고압),고위험
메트라이프생명,(무)메트라이프생명 에이스 종신보험 (표준체) [고액보장-2250],100000000,300000000,632000,554000,35,남자,위험화학작업자,고위험
메트라이프생명,(유)메트라이프생명 골드 종신보험 (해약환급금 미지급형) [고액보장-2251],200000000,50000000,461000,420000,55,남자,고소작업자,고위험
한화생명,(무)한화생명 시그니처 종신보험 (간편심사형) [고액보장-2252],200000000,50000000,476000,443000,56,여자,광부,고위험
흥국생명,(유)흥국생명 골드 종신보험 (일반심사형) [고액보장-2253],100000000,30000000,248000,234000,49,남자,벌목공,고위험
푸르덴셜생명,(무)푸르덴셜생명 골드 종신보험 (간편심사형) [고액보장-2254],30000000,500000000,859000,745000,41,남자,주방,위험
흥국생명,(유)흥국생명 골드 종신보험 (해약환급금 미지급형) [고액보장-2255],50000000,500000000,855000,738000,33,남자,군인,고위험
교보라이프플래닛생명,(무)교보라이프플래닛생명 엘리트 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2256],200000000,200000000,728000,648000,44,여자,군인,고위험
신한라이프,(유)신한라이프 신뢰 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2257],30000000,50000000,137000,131000,45,남자,전기공(고압),고위험
푸르덴셜생명,(무)푸르덴셜생명 프라임 종신보험 (일반심사형) [고액보장-2258],30000000,50000000,129000,118000,56,여자,건설업,고위험
KB생명,(유)KB생명 엘리트 종신보험 (간편심사형) [고액보장-2259],500000000,500000000,1866000,1762000,32,남자,주방,위험
흥국생명,(무)흥국생명 플러스 종신보험 (간편심사형) [고액보장-2260],50000000,200000000,393000,342000,38,남자,잠수부,고위험
KB생명,(유)KB생명 프라임 종신보험 (해약환급금 미지급형) [고액보장-2261],50000000,500000000,833000,794000,54,여자,고소작업자,고위험
교보생명,(무)교보생명 퍼스트 종신보험 (일반심사형) [고액보장-2262],200000000,500000000,1094000,1021000,41,남자,운전기사,위험
메트라이프생명,(유)메트라이프생명 케어 종신보험 (표준체) [고액보장-2263],200000000,100000000,571000,545000,50,여자,건설업,고위험
한화생명,(무)한화생명 플러스 종신보험 (일반심사형) [고액보장-2264],300000000,100000000,790000,736000,57,여자,위험화학작업자,고위험
흥국생명,(유)흥국생명 엘리트 종신보험 (표준체) [고액보장-2265],30000000,300000000,543000,472000,48,남자,전기공(고압),고위험
메트라이프생명,(무)메트라이프생명 엘리트 종신보험 (간편심사형) [고액보장-2266],50000000,50000000,186000,181000,48,여자,전기공(고압),고위험
농협생명,(유)농협생명 스마트 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2267],200000000,200000000,743000,713000,41,여자,고소작업자,고위험
교보라이프플래닛생명,(무)교보라이프플래닛생명 플러스 종신보험 (간편심사형) [고액보장-2268],100000000,100000000,337000,316000,49,여자,위험화학작업자,고위험
교보라이프플래닛생명,(유)교보라이프플래닛생명 베스트 종신보험 (일반심사형) [고액보장-2269],300000000,300000000,1107000,984000,37,남자,학생,저위험
메트라이프생명,(무)메트라이프생명 엘리트 종신보험 (간편심사형) [고액보장-2270],50000000,50000000,179000,154000,39,여자,벌목공,고위험
흥국생명,(유)흥국생명 플러스 종신보험 (해약환급금 미지급형) [고액보장-2271],500000000,100000000,1227000,1127000,38,여자,전기공(고압),고위험
교보생명,(무)교보생명 프라임 종신보험 (표준체) [고액보장-2272],300000000,500000000,1419000,1344000,57,여자,벌목공,고위험
ABL생명,(유)ABL생명 에이스 종신보험 (간편심사형) [고액보장-2273],500000000,30000000,1009000,983000,27,여자,위험화학작업자,고위험
교보라이프플래닛생명,(무)교보라이프플래닛생명 플러스 종신보험 (일반심사형) [고액보장-2274],300000000,100000000,719000,636000,46,여자,요리사,위험
교보라이프플래닛생명,(유)교보라이프플래닛생명 스마트 종신보험 (표준체) [고액보장-2275],300000000,50000000,636000,563000,42,남자,주방,위험
교보라이프플래닛생명,(무)교보라이프플래닛생명 골드 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2276],200000000,100000000,565000,485000,55,여자,군인,고위험
신한라이프,(유)신한라이프 신뢰 종신보험 (간편심사형) [고액보장-2277],300000000,30000000,627000,566000,29,여자,택배기사,위험
KB생명,(무)KB생명 엘리트 종신보험 (일반심사형) [고액보장-2278],200000000,500000000,1218000,1146000,37,남자,사무직,저위험
교보생명,(유)교보생명 프라임 종신보험 (간편심사형) [고액보장-2279],500000000,100000000,1094000,1012000,41,여자,고소작업자,고위험
푸르덴셜생명,(무)푸르덴셜생명 스마트 종신보험 (표준체) [고액보장-2280],100000000,300000000,668000,624000,37,여자,택배기사,위험
푸르덴셜생명,(유)푸르덴셜생명 에이스 종신보험 (표준체) [고액보장-2281],100000000,30000000,254000,244000,28,여자,군인,고위험
메트라이프생명,(무)메트라이프생명 골드 종신보험 (표준체) [고액보장-2282],100000000,30000000,245000,237000,25,여자,고소작업자,고위험
푸르덴셜생명,(유)푸르덴셜생명 스마트 종신보험 (표준체) [고액보장-2283],30000000,500000000,765000,728000,51,남자,학생,저위험
KB생명,(무)KB생명 퍼스트 종신보험 (간편심사형) [고액보장-2284],30000000,30000000,106000,96000,41,여자,건설업,고위험
교보라이프플래닛생명,(유)교보라이프플래닛생명 스마트 종신보험 (해약환급금 미지급형) [고액보장-2285],200000000,500000000,1157000,1068000,31,남자,요리사,위험
신한라이프,(무)신한라이프 시그니처 종신보험 (해약환급금 미지급형) [고액보장-2286],300000000,100000000,718000,702000,34,남자,개발자,저위험
농협생명,(유)농협생명 안심 종신보험 (해약환급금 미지급형) [고액보장-2287],30000000,30000000,109000,106000,42,여자,고소작업자,고위험
ABL생명,(무)ABL생명 골드 종신보험 (일반심사형) [고액보장-2288],500000000,500000000,1749000,1505000,48,여자,광부,고위험
ABL생명,(유)ABL생명 스마트 종신보험 (표준체) [고액보장-2289],200000000,500000000,1193000,1093000,59,남자,기술직,위험
교보라이프플래닛생명,(무)교보라이프플래닛생명 안심 종신보험 (간편심사형) [고액보장-2290],50000000,50000000,170000,162000,41,남자,위험화학작업자,고위험
ABL생명,(유)ABL생명 플러스 종신보험 (해약환급금 미지급형) [고액보장-2291],200000000,200000000,711000,666000,38,남자,광부,고위험
ABL생명,(무)ABL생명 플러스 종신보험 (해약환급금 미지급형) [고액보장-2292],30000000,100000000,219000,205000,49,남자,군인,고위험
신한라이프,(유)신한라이프 케어 종신보험 (일반심사형) [고액보장-2293],300000000,300000000,1000000,891000,48,남자,택배기사,위험
삼성생명,(무)삼성생명 플러스 종신보험 (표준체) [고액보장-2294],300000000,50000000,716000,636000,42,여자,판매원,위험
교보라이프플래닛생명,(유)교보라이프플래닛생명 프라임 종신보험 (표준체) [고액보장-2295],200000000,50000000,502000,491000,52,남자,잠수부,고위험
삼성생명,(무)삼성생명 엘리트 종신보험 (표준체) [고액보장-2296],200000000,300000000,883000,839000,30,여자,사무직,저위험
신한라이프,(유)신한라이프 플러스 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2297],30000000,300000000,525000,481000,51,여자,주방,위험
한화생명,(무)한화생명 프라임 종신보험 (표준체) [고액보장-2298],50000000,500000000,826000,753000,44,여자,소방공무원,위험
푸르덴셜생명,(유)푸르덴셜생명 프라임 종신보험 (일반심사형) [고액보장-2299],200000000,30000000,428000,368000,55,남자,건설업,고위험
메트라이프생명,(무)메트라이프생명 프라임 종신보험 (해약환급금 미지급형) [고액보장-2300],100000000,50000000,289000,255000,26,남자,벌목공,고위험
교보라이프플래닛생명,(유)교보라이프플래닛생명 엘리트 종신보험 (표준체) [고액보장-2301],500000000,500000000,1718000,1660000,33,남자,위험화학작업자,고위험
신한라이프,(무)신한라이프 엘리트 종신보험 (해약환급금 미지급형) [고액보장-2302],30000000,300000000,480000,415000,57,남자,소방공무원,위험
삼성생명,(유)삼성생명 퍼스트 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2303],50000000,200000000,395000,358000,54,여자,위험화학작업자,고위험
교보생명,(무)교보생명 케어 종신보험 (간편심사형) [고액보장-2304],30000000,30000000,109000,103000,29,남자,잠수부,고위험
농협생명,(유)농협생명 에이스 종신보험 (간편심사형) [고액보장-2305],100000000,500000000,915000,807000,32,남자,군인,고위험
ABL생명,(무)ABL생명 베스트 종신보험 (해약환급금 미지급형) [고액보장-2306],50000000,300000000,584000,505000,35,여자,기술직,위험
흥국생명,(유)흥국생명 프라임 종신보험 (일반심사형) [고액보장-2307],100000000,300000000,667000,634000,55,남자,사무직,저위험
농협생명,(무)농협생명 스마트 종신보험 (표준체) [고액보장-2308],500000000,300000000,1535000,1451000,51,여자,전기공(고압),고위험
한화생명,(유)한화생명 베스트 종신보험 (일반심사형) [고액보장-2309],300000000,300000000,1069000,996000,53,남자,소방공무원,위험
KB생명,(무)KB생명 골드 종신보험 (일반심사형) [고액보장-2310],200000000,50000000,447000,409000,60,남자,광부,고위험
삼성생명,(유)삼성생명 스마트 종신보험 (해약환급금 미지급형) [고액보장-2311],50000000,300000000,529000,475000,26,여자,소방공무원,위험
흥국생명,(무)흥국생명 골드 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2312],300000000,50000000,718000,630000,40,남자,회계사,저위험
메트라이프생명,(유)메트라이프생명 플러스 종신보험 (해약환급금 미지급형) [고액보장-2313],300000000,100000000,719000,650000,53,남자,생산직,위험
교보라이프플래닛생명,(무)교보라이프플래닛생명 퍼스트 종신보험 (간편심사형) [고액보장-2314],500000000,300000000,1537000,1379000,28,여자,판매원,위험
KB생명,(유)KB생명 퍼스트 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2315],200000000,30000000,462000,418000,57,여자,고소작업자,고위험
푸르덴셜생명,(무)푸르덴셜생명 프라임 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2316],50000000,30000000,142000,130000,44,여자,건설업,고위험
삼성생명,(유)삼성생명 케어 종신보험 (간편심사형) [고액보장-2317],300000000,500000000,1317000,1167000,40,남자,잠수부,고위험
삼성생명,(무)삼성생명 골드 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2318],300000000,200000000,907000,845000,26,여자,군인,고위험
교보라이프플래닛생명,(유)교보라이프플래닛생명 신뢰 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2319],200000000,50000000,499000,477000,57,여자,벌목공,고위험
흥국생명,(무)흥국생명 플러스 종신보험 (일반심사형) [고액보장-2320],200000000,200000000,683000,640000,56,남자,건설업,고위험
신한라이프,(유)신한라이프 신뢰 종신보험 (간편심사형) [고액보장-2321],300000000,500000000,1387000,1222000,34,여자,위험화학작업자,고위험
교보라이프플래닛생명,(무)교보라이프플래닛생명 안심 종신보험 (간편심사형) [고액보장-2322],100000000,300000000,659000,612000,57,여자,군인,고위험
한화생명,(유)한화생명 베스트 종신보험 (해약환급금 미지급형) [고액보장-2323],30000000,30000000,111000,101000,32,여자,잠수부,고위험
ABL생명,(무)ABL생명 퍼스트 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2324],500000000,300000000,1496000,1356000,47,여자,광부,고위험
교보생명,(유)교보생명 스마트 종신보험 (해약환급금 미지급형) [고액보장-2325],500000000,500000000,1652000,1553000,35,여자,생산직,위험
농협생명,(무)농협생명 스마트 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2326],100000000,300000000,652000,575000,34,남자,생산직,위험
한화생명,(유)한화생명 퍼스트 종신보험 (표준체) [고액보장-2327],50000000,500000000,888000,773000,50,남자,잠수부,고위험
푸르덴셜생명,(무)푸르덴셜생명 케어 종신보험 (해약환급금 미지급형) [고액보장-2328],500000000,500000000,1842000,1591000,51,여자,기술직,위험
ABL생명,(유)ABL생명 시그니처 종신보험 (표준체) [고액보장-2329],500000000,200000000,1231000,1170000,41,여자,소방공무원,위험
푸르덴셜생명,(무)푸르덴셜생명 프라임 종신보험 (일반심사형) [고액보장-2330],300000000,500000000,1369000,1190000,52,여자,요리사,위험
농협생명,(유)농협생명 신뢰 종신보험 (간편심사형) [고액보장-2331],50000000,50000000,187000,179000,42,남자,전기공(고압),고위험
푸르덴셜생명,(무)푸르덴셜생명 에이스 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2332],100000000,50000000,291000,258000,44,여자,잠수부,고위험
삼성생명,(유)삼성생명 프라임 종신보험 (일반심사형) [고액보장-2333],100000000,300000000,616000,547000,31,여자,개발자,저위험
ABL생명,(무)ABL생명 에이스 종신보험 (간편심사형) [고액보장-2334],30000000,30000000,110000,100000,42,여자,군인,고위험
한화생명,(유)한화생명 스마트 종신보험 (일반심사형) [고액보장-2335],500000000,50000000,1013000,917000,37,여자,고소작업자,고위험
한화생명,(무)한화생명 안심 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2336],100000000,50000000,294000,256000,27,여자,고소작업자,고위험
ABL생명,(유)ABL생명 에이스 종신보험 (표준체) [고액보장-2337],100000000,50000000,276000,237000,39,남자,건설업,고위험
흥국생명,(무)흥국생명 엘리트 종신보험 (해약환급금 미지급형) [고액보장-2338],100000000,50000000,264000,246000,38,여자,고소작업자,고위험
ABL생명,(유)ABL생명 케어 종신보험 (간편심사형) [고액보장-2339],500000000,300000000,1442000,1361000,32,남자,벌목공,고위험
농협생명,(무)농협생명 스마트 종신보험 (표준체) [고액보장-2340],200000000,500000000,1205000,1061000,38,여자,간호사,저위험
교보라이프플래닛생명,(유)교보라이프플래닛생명 퍼스트 종신보험 (해약환급금 미지급형) [고액보장-2341],50000000,500000000,837000,775000,32,여자,전기공(고압),고위험
교보생명,(무)교보생명 스마트 종신보험 (일반심사형) [고액보장-2342],200000000,100000000,577000,502000,47,여자,잠수부,고위험
삼성생명,(유)삼성생명 엘리트 종신보험 (해약환급금 미지급형) [고액보장-2343],200000000,30000000,422000,382000,28,여자,위험화학작업자,고위험
삼성생명,(무)삼성생명 에이스 종신보험 (표준체) [고액보장-2344],200000000,50000000,464000,432000,44,남자,고소작업자,고위험
농협생명,(유)농협생명 케어 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2345],50000000,200000000,385000,362000,43,남자,고소작업자,고위험
삼성생명,(무)삼성생명 플러스 종신보험 (표준체) [고액보장-2346],200000000,100000000,554000,499000,37,남자,건설업,고위험
한화생명,(유)한화생명 스마트 종신보험 (일반심사형) [고액보장-2347],200000000,500000000,1222000,1083000,60,여자,군인,고위험
KB생명,(무)KB생명 스마트 종신보험 (간편심사형) [고액보장-2348],500000000,30000000,998000,860000,29,여자,요리사,위험
푸르덴셜생명,(유)푸르덴셜생명 안심 종신보험 (해약환급금 미지급형) [고액보장-2349],200000000,300000000,814000,727000,46,남자,회계사,저위험
한화생명,(무)한화생명 베스트 종신보험 (간편심사형) [고액보장-2350],30000000,100000000,218000,202000,58,여자,군인,고위험
푸르덴셜생명,(유)푸르덴셜생명 케어 종신보험 (간편심사형) [고액보장-2351],50000000,50000000,181000,163000,26,여자,고소작업자,고위험
신한라이프,(무)신한라이프 케어 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2352],200000000,100000000,523000,470000,50,여자,잠수부,고위험
푸르덴셜생명,(유)푸르덴셜생명 플러스 종신보험 (일반심사형) [고액보장-2353],300000000,50000000,672000,601000,41,여자,운전기사,위험
ABL생명,(무)ABL생명 플러스 종신보험 (해약환급금 미지급형) [고액보장-2354],30000000,500000000,836000,799000,54,남자,전기공(고압),고위험
교보생명,(유)교보생명 스마트 종신보험 (간편심사형) [고액보장-2355],50000000,100000000,256000,234000,56,여자,고소작업자,고위험
KB생명,(무)KB생명 베스트 종신보험 (일반심사형) [고액보장-2356],300000000,300000000,1096000,978000,58,남자,벌목공,고위험
교보라이프플래닛생명,(유)교보라이프플래닛생명 골드 종신보험 (간편심사형) [고액보장-2357],200000000,500000000,1111000,995000,39,여자,건설업,고위험
KB생명,(무)KB생명 케어 종신보험 (일반심사형) [고액보장-2358],30000000,50000000,139000,129000,35,여자,건설업,고위험
신한라이프,(유)신한라이프 신뢰 종신보험 (표준체) [고액보장-2359],50000000,30000000,137000,134000,33,남자,광부,고위험
교보생명,(무)교보생명 에이스 종신보험 (간편심사형) [고액보장-2360],50000000,50000000,185000,178000,32,여자,건설업,고위험
삼성생명,(유)삼성생명 골드 종신보험 (일반심사형) [고액보장-2361],30000000,500000000,856000,827000,55,여자,군인,고위험
메트라이프생명,(무)메트라이프생명 골드 종신보험 (일반심사형) [고액보장-2362],100000000,500000000,972000,852000,26,여자,요리사,위험
ABL생명,(유)ABL생명 플러스 종신보험 (해약환급금 미지급형) [고액보장-2363],300000000,30000000,632000,607000,47,여자,택배기사,위험
KB생명,(무)KB생명 스마트 종신보험 (표준체) [고액보장-2364],50000000,50000000,186000,163000,27,남자,전기공(고압),고위험
ABL생명,(유)ABL생명 케어 종신보험 (간편심사형) [고액보장-2365],500000000,50000000,1102000,1043000,46,남자,전기공(고압),고위험
메트라이프생명,(무)메트라이프생명 플러스 종신보험 (해약환급금 미지급형) [고액보장-2366],500000000,50000000,1076000,1012000,42,남자,요리사,위험
ABL생명,(유)ABL생명 골드 종신보험 (일반심사형) [고액보장-2367],200000000,500000000,1094000,947000,32,여자,공무원,저위험
ABL생명,(무)ABL생명 엘리트 종신보험 (간편심사형) [고액보장-2368],100000000,100000000,333000,317000,50,여자,위험화학작업자,고위험
ABL생명,(유)ABL생명 플러스 종신보험 (표준체) [고액보장-2369],100000000,200000000,501000,437000,46,남자,전기공(고압),고위험
삼성생명,(무)삼성생명 신뢰 종신보험 (일반심사형) [고액보장-2370],100000000,100000000,338000,311000,32,남자,건설업,고위험
메트라이프생명,(유)메트라이프생명 신뢰 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-2371],100000000,100000000,345000,335000,48,남자,광부,고위험
삼성생명,(무)삼성생명 안심 종신보험 (표준체) [고액보장-2372],500000000,500000000,1771000,1617000,60,남자,기술직,위험
흥국생명,(유)흥국생명 안심 종신보험 (해약환급금 미지급형) [고액보장-2373],50000000,100000000,238000,224000,51,여자,건설업,고위험
교보라이프플래닛생명,(무)교보라이프플래닛생명 안심 종신보험 (표준체) [고액보장-2374],200000000,500000000,1124000,1066000,41,여자,잠수부,고위험
메트라이프생명,(유)메트라이프생명 시그니처 종신보험 (일반심사형) [고액보장-2375],200000000,30000000,474000,427000,52,여자,광부,고위험
한화생명,(무)한화생명 퍼스트 종신보험 (일반심사형) [고액보장-2376],300000000,500000000,1294000,1131000,32,남자,위험화학작업자,고위험
흥국생명,(유)흥국생명 신뢰 종신보험 (간편심사형) [고액보장-2377],200000000,300000000,822000,708000,33,남자,판매원,위험
농협생명,(무)농협생명 엘리트 종신보험 (일반심사형) [고액보장-2378],30000000,500000000,806000,741000,34,여자,판매원,위험
