보험회사명,상품명,유지기간,납입보험료,계약자적립액,적립률,해약환급금,계약자적립액,적립률,해약환급금,최저보증이율,현재공시이율,평균공시이율,확정이율,사업비율,위험보장,확정이율,현재공시이율,최저보증이율,가입유형,유니버셜여부,납입방법,판매채널,판매일자,특이사항,대표번호
푸본현대생명,MAX UP 연금보험 무배당(연금액강화형)(2404),1,"3,600,000 원","2,984,282 원",82.90 %,"2,104,853 원","2,984,476 원",82.90 %,"2,105,047 원",-17.34 %,-17.10 %,-16.90 %,-,18.12 %,0.0067 %,-,2.30 %,"3년이내 1.75%, 5년이내 1.25%, 10년이내 1.15% 10년초과 0.5%",적립,비유니버셜,월납,대면채널,2024-04-01,"1. 가입나이 : 0세~최대75세 2. 연금개시나이 : 45세~85세 3. 보험기간 - 연금개시전 보험기간: 가입시점부터 연금개시나이 계약해당일 전일까지 - 연금개시 후 보험기간: 종신연금형 및 상속연금형(종신)/확정연금형(5,10,20,30,40,50년) 4. 납입기간 : 5년,7년,10년 5. Catch-up 보너스 : 보험료 납입기간 종료시점 Catch-up 보너스 발생 (다만, 보험료 납입기간이 10년납 미만인 경우 10년 경과시점) 6. 연금액강화 보너스 : 연금지급개시시점 연금액강화 보너스 발생 7. 기본보험료납입한도 : 월납보험료 20만원 이상 100억원 이하 8. 보험금지급사유 : 연금개시전 80% 이상 장해상태, 연금개시후 선택연금(종신연금형, 확정연금형, 상속연금형) (단, 해약환급금 및 계약자적립액은 40세가입, 월납입보험료 30만원, 10년납, 60세 연금개시, 연금액강화형 기준) * 상품요약서상의 계약자적립액 및 해약환급금은 당시의 공시이율을 기준으로 산출하였습니다. * 적용이율 가정시 예상수익률과 계약자적립액 및 해약환급금은 매월 업데이트 되므로 상품요약서상의 금액과 상이할 수 있습니다.",1577-3311
푸본현대생명,MAX UP 연금보험 무배당(연금액강화형)(2404),3,"10,800,000 원","9,160,339 원",84.82 %,"8,574,053 원","9,160,936 원",84.82 %,"8,574,650 원",-15.89 %,-15.18 %,-14.59 %,-,18.12 %,0.0067 %,-,2.30 %,"3년이내 1.75%, 5년이내 1.25%, 10년이내 1.15% 10년초과 0.5%",적립,비유니버셜,월납,대면채널,2024-04-01,"1. 가입나이 : 0세~최대75세 2. 연금개시나이 : 45세~85세 3. 보험기간 - 연금개시전 보험기간: 가입시점부터 연금개시나이 계약해당일 전일까지 - 연금개시 후 보험기간: 종신연금형 및 상속연금형(종신)/확정연금형(5,10,20,30,40,50년) 4. 납입기간 : 5년,7년,10년 5. Catch-up 보너스 : 보험료 납입기간 종료시점 Catch-up 보너스 발생 (다만, 보험료 납입기간이 10년납 미만인 경우 10년 경과시점) 6. 연금액강화 보너스 : 연금지급개시시점 연금액강화 보너스 발생 7. 기본보험료납입한도 : 월납보험료 20만원 이상 100억원 이하 8. 보험금지급사유 : 연금개시전 80% 이상 장해상태, 연금개시후 선택연금(종신연금형, 확정연금형, 상속연금형) (단, 해약환급금 및 계약자적립액은 40세가입, 월납입보험료 30만원, 10년납, 60세 연금개시, 연금액강화형 기준) * 상품요약서상의 계약자적립액 및 해약환급금은 당시의 공시이율을 기준으로 산출하였습니다. * 적용이율 가정시 예상수익률과 계약자적립액 및 해약환급금은 매월 업데이트 되므로 상품요약서상의 금액과 상이할 수 있습니다.",1577-3311
푸본현대생명,MAX UP 연금보험 무배당(연금액강화형)(2404),5,"18,000,000 원","15,623,762 원",86.80 %,"15,330,619 원","15,624,780 원",86.80 %,"15,331,637 원",-15.08 %,-13.20 %,-12.20 %,-,18.12 %,0.0067 %,-,2.30 %,"3년이내 1.75%, 5년이내 1.25%, 10년이내 1.15% 10년초과 0.5%",적립,비유니버셜,월납,대면채널,2024-04-01,"1. 가입나이 : 0세~최대75세 2. 연금개시나이 : 45세~85세 3. 보험기간 - 연금개시전 보험기간: 가입시점부터 연금개시나이 계약해당일 전일까지 - 연금개시 후 보험기간: 종신연금형 및 상속연금형(종신)/확정연금형(5,10,20,30,40,50년) 4. 납입기간 : 5년,7년,10년 5. Catch-up 보너스 : 보험료 납입기간 종료시점 Catch-up 보너스 발생 (다만, 보험료 납입기간이 10년납 미만인 경우 10년 경과시점) 6. 연금액강화 보너스 : 연금지급개시시점 연금액강화 보너스 발생 7. 기본보험료납입한도 : 월납보험료 20만원 이상 100억원 이하 8. 보험금지급사유 : 연금개시전 80% 이상 장해상태, 연금개시후 선택연금(종신연금형, 확정연금형, 상속연금형) (단, 해약환급금 및 계약자적립액은 40세가입, 월납입보험료 30만원, 10년납, 60세 연금개시, 연금액강화형 기준) * 상품요약서상의 계약자적립액 및 해약환급금은 당시의 공시이율을 기준으로 산출하였습니다. * 적용이율 가정시 예상수익률과 계약자적립액 및 해약환급금은 매월 업데이트 되므로 상품요약서상의 금액과 상이할 수 있습니다.",1577-3311
푸본현대생명,MAX UP 연금보험 무배당(연금액강화형)(2404),10,"36,000,000 원","37,473,433 원",104.09 %,"37,473,433 원","37,475,591 원",104.10 %,"37,475,591 원",-1.45 %,4.09 %,6.51 %,-,17.16 %,0.0067 %,-,2.30 %,"3년이내 1.75%, 5년이내 1.25%, 10년이내 1.15% 10년초과 0.5%",적립,비유니버셜,월납,대면채널,2024-04-01,"1. 가입나이 : 0세~최대75세 2. 연금개시나이 : 45세~85세 3. 보험기간 - 연금개시전 보험기간: 가입시점부터 연금개시나이 계약해당일 전일까지 - 연금개시 후 보험기간: 종신연금형 및 상속연금형(종신)/확정연금형(5,10,20,30,40,50년) 4. 납입기간 : 5년,7년,10년 5. Catch-up 보너스 : 보험료 납입기간 종료시점 Catch-up 보너스 발생 (다만, 보험료 납입기간이 10년납 미만인 경우 10년 경과시점) 6. 연금액강화 보너스 : 연금지급개시시점 연금액강화 보너스 발생 7. 기본보험료납입한도 : 월납보험료 20만원 이상 100억원 이하 8. 보험금지급사유 : 연금개시전 80% 이상 장해상태, 연금개시후 선택연금(종신연금형, 확정연금형, 상속연금형) (단, 해약환급금 및 계약자적립액은 40세가입, 월납입보험료 30만원, 10년납, 60세 연금개시, 연금액강화형 기준) * 상품요약서상의 계약자적립액 및 해약환급금은 당시의 공시이율을 기준으로 산출하였습니다. * 적용이율 가정시 예상수익률과 계약자적립액 및 해약환급금은 매월 업데이트 되므로 상품요약서상의 금액과 상이할 수 있습니다.",1577-3311
푸본현대생명,MAX UP 연금보험 무배당(연금액강화형)(2404),15,"36,000,000 원","41,867,735 원",116.30 %,"41,867,735 원","41,873,015 원",116.31 %,"41,873,015 원",0.72 %,16.29 %,21.65 %,-,17.46 %,0.0158 %,-,2.30 %,"3년이내 1.75%, 5년이내 1.25%, 10년이내 1.15% 10년초과 0.5%",적립,비유니버셜,월납,대면채널,2024-04-01,"1. 가입나이 : 0세~최대75세 2. 연금개시나이 : 45세~85세 3. 보험기간 - 연금개시전 보험기간: 가입시점부터 연금개시나이 계약해당일 전일까지 - 연금개시 후 보험기간: 종신연금형 및 상속연금형(종신)/확정연금형(5,10,20,30,40,50년) 4. 납입기간 : 5년,7년,10년 5. Catch-up 보너스 : 보험료 납입기간 종료시점 Catch-up 보너스 발생 (다만, 보험료 납입기간이 10년납 미만인 경우 10년 경과시점) 6. 연금액강화 보너스 : 연금지급개시시점 연금액강화 보너스 발생 7. 기본보험료납입한도 : 월납보험료 20만원 이상 100억원 이하 8. 보험금지급사유 : 연금개시전 80% 이상 장해상태, 연금개시후 선택연금(종신연금형, 확정연금형, 상속연금형) (단, 해약환급금 및 계약자적립액은 40세가입, 월납입보험료 30만원, 10년납, 60세 연금개시, 연금액강화형 기준) * 상품요약서상의 계약자적립액 및 해약환급금은 당시의 공시이율을 기준으로 산출하였습니다. * 적용이율 가정시 예상수익률과 계약자적립액 및 해약환급금은 매월 업데이트 되므로 상품요약서상의 금액과 상이할 수 있습니다.",1577-3311
푸본현대생명,MAX UP 연금보험 무배당(연금액강화형)(2404),20,"36,000,000 원","56,511,166 원",156.98 %,"56,511,166 원","56,519,944 원",157.00 %,"56,519,944 원",29.95 %,56.97 %,65.99 %,-,17.76 %,0.0250 %,-,2.30 %,"3년이내 1.75%, 5년이내 1.25%, 10년이내 1.15% 10년초과 0.5%",적립,비유니버셜,월납,대면채널,2024-04-01,"1. 가입나이 : 0세~최대75세 2. 연금개시나이 : 45세~85세 3. 보험기간 - 연금개시전 보험기간: 가입시점부터 연금개시나이 계약해당일 전일까지 - 연금개시 후 보험기간: 종신연금형 및 상속연금형(종신)/확정연금형(5,10,20,30,40,50년) 4. 납입기간 : 5년,7년,10년 5. Catch-up 보너스 : 보험료 납입기간 종료시점 Catch-up 보너스 발생 (다만, 보험료 납입기간이 10년납 미만인 경우 10년 경과시점) 6. 연금액강화 보너스 : 연금지급개시시점 연금액강화 보너스 발생 7. 기본보험료납입한도 : 월납보험료 20만원 이상 100억원 이하 8. 보험금지급사유 : 연금개시전 80% 이상 장해상태, 연금개시후 선택연금(종신연금형, 확정연금형, 상속연금형) (단, 해약환급금 및 계약자적립액은 40세가입, 월납입보험료 30만원, 10년납, 60세 연금개시, 연금액강화형 기준) * 상품요약서상의 계약자적립액 및 해약환급금은 당시의 공시이율을 기준으로 산출하였습니다. * 적용이율 가정시 예상수익률과 계약자적립액 및 해약환급금은 매월 업데이트 되므로 상품요약서상의 금액과 상이할 수 있습니다.",1577-3311
푸본현대생명,MAX 연금보험 하이파이브 무배당(A2404),1,"50,000,000 원","49,881,693 원",99.76 %,"49,881,693 원","49,882,009 원",99.76 %,"49,882,009 원",-0.77 %,-0.23 %,0.20 %,-,2.50 %,0.0008 %,-,2.30 %,"3년이내 1.75%, 5년이내 1.25%, 5년 초과 10년이내 1.15%, 10년 초과 0.5%",거치,비유니버셜,일시납,대면채널,2024-04-01,"1. 가입나이 : 0세~최대80세 2. 연금개시나이 : 45세~90세 3. 보험기간 - 연금개시 전 보험기간: 가입시점부터 연금지급개시나이 계약해당일 전일까지 - 연금개시 후 보험기간: 종신연금형 및 상속연금형(종신)/확정연금형(5,10,20,30,40,50년) 4. 납입기간 : 일시납 5. 장기유지보너스 : 5년,10년 시점 장기유지보너스 발생 (적립형에 한함) 6. 기본보험료납입한도 : 일시납보험료 500만원이상 7. 보험금지급사유 : 연금개시전 80% 이상 장해상태, 연금개시후 선택연금(종신연금형, 확정연금형, 상속연금형) (단, 해약환급금은 55세가입, 일시납보험료 5,000만원, 60세 연금개시 기준) * 상품요약서상의 계약자적립액 및 해약환급금은 당시의 공시이율을 기준으로 산출하였습니다. * 적용이율 가정시 예상수익률과 계약자적립액 및 해약환급금은 매월 업데이트 되므로 상품요약서상의 금액과 상이할 수 있습니다.",1577-3311
푸본현대생명,MAX 연금보험 하이파이브 무배당(A2404),3,"50,000,000 원","51,574,797 원",103.15 %,"51,574,797 원","51,575,767 원",103.15 %,"51,575,767 원",1.47 %,3.14 %,4.53 %,-,3.72 %,0.0023 %,-,2.30 %,"3년이내 1.75%, 5년이내 1.25%, 5년 초과 10년이내 1.15%, 10년 초과 0.5%",거치,비유니버셜,일시납,대면채널,2024-04-01,"1. 가입나이 : 0세~최대80세 2. 연금개시나이 : 45세~90세 3. 보험기간 - 연금개시 전 보험기간: 가입시점부터 연금지급개시나이 계약해당일 전일까지 - 연금개시 후 보험기간: 종신연금형 및 상속연금형(종신)/확정연금형(5,10,20,30,40,50년) 4. 납입기간 : 일시납 5. 장기유지보너스 : 5년,10년 시점 장기유지보너스 발생 (적립형에 한함) 6. 기본보험료납입한도 : 일시납보험료 500만원이상 7. 보험금지급사유 : 연금개시전 80% 이상 장해상태, 연금개시후 선택연금(종신연금형, 확정연금형, 상속연금형) (단, 해약환급금은 55세가입, 일시납보험료 5,000만원, 60세 연금개시 기준) * 상품요약서상의 계약자적립액 및 해약환급금은 당시의 공시이율을 기준으로 산출하였습니다. * 적용이율 가정시 예상수익률과 계약자적립액 및 해약환급금은 매월 업데이트 되므로 상품요약서상의 금액과 상이할 수 있습니다.",1577-3311
푸본현대생명,MAX 연금보험 하이파이브 무배당(A2404),5,"50,000,000 원","53,519,034 원",107.04 %,"53,519,034 원","53,520,687 원",107.04 %,"53,520,687 원",3.13 %,7.03 %,9.44 %,-,4.60 %,0.0038 %,-,2.30 %,"3년이내 1.75%, 5년이내 1.25%, 5년 초과 10년이내 1.15%, 10년 초과 0.5%",거치,비유니버셜,일시납,대면채널,2024-04-01,"1. 가입나이 : 0세~최대80세 2. 연금개시나이 : 45세~90세 3. 보험기간 - 연금개시 전 보험기간: 가입시점부터 연금지급개시나이 계약해당일 전일까지 - 연금개시 후 보험기간: 종신연금형 및 상속연금형(종신)/확정연금형(5,10,20,30,40,50년) 4. 납입기간 : 일시납 5. 장기유지보너스 : 5년,10년 시점 장기유지보너스 발생 (적립형에 한함) 6. 기본보험료납입한도 : 일시납보험료 500만원이상 7. 보험금지급사유 : 연금개시전 80% 이상 장해상태, 연금개시후 선택연금(종신연금형, 확정연금형, 상속연금형) (단, 해약환급금은 55세가입, 일시납보험료 5,000만원, 60세 연금개시 기준) * 상품요약서상의 계약자적립액 및 해약환급금은 당시의 공시이율을 기준으로 산출하였습니다. * 적용이율 가정시 예상수익률과 계약자적립액 및 해약환급금은 매월 업데이트 되므로 상품요약서상의 금액과 상이할 수 있습니다.",1577-3311
푸본현대생명,MAX 연금보험 하이파이브 무배당(A2404),1,"3,600,000 원","3,387,013 원",94.08 %,"3,140,156 원","3,387,135 원",94.09 %,"3,140,278 원",-6.19 %,-5.91 %,-5.68 %,-,7.07 %,0.0040 %,-,2.30 %,"3년이내 1.75%, 5년이내 1.25%, 5년 초과 10년이내 1.15%, 10년 초과 0.5%",적립,비유니버셜,월납,대면채널,2024-04-01,"1. 가입나이 : 0세~최대80세 2. 연금개시나이 : 45세~90세 3. 보험기간 - 연금개시 전 보험기간: 가입시점부터 연금지급개시나이 계약해당일 전일까지 - 연금개시 후 보험기간: 종신연금형 및 상속연금형(종신)/확정연금형(5,10,20,30,40,50년) 4. 납입기간 : 3년,5년,10년 5. 장기유지보너스 : 5년,10년 시점 장기유지보너스 발생 (적립형에 한함) 6. 기본보험료납입한도 : 3,5년납 월납보험료 20만원 이상 / 10년납 월납보험료 10만원 이상 7. 보험금지급사유 : 연금개시전 80% 이상 장해상태, 연금개시후 선택연금(종신연금형, 확정연금형, 상속연금형) (단, 해약환급금 및 계약자적립액은 40세가입, 월납입보험료 30만원, 10년납, 60세 연금개시 기준) * 상품요약서상의 계약자적립액 및 해약환급금은 당시의 공시이율을 기준으로 산출하였습니다. * 적용이율 가정시 예상수익률과 계약자적립액 및 해약환급금은 매월 업데이트 되므로 상품요약서상의 금액과 상이할 수 있습니다.",1577-3311
푸본현대생명,MAX 연금보험 하이파이브 무배당(A2404),3,"10,800,000 원","10,396,536 원",96.26 %,"10,231,965 원","10,396,909 원",96.27 %,"10,232,338 원",-4.54 %,-3.73 %,-3.07 %,-,7.07 %,0.0040 %,-,2.30 %,"3년이내 1.75%, 5년이내 1.25%, 5년 초과 10년이내 1.15%, 10년 초과 0.5%",적립,비유니버셜,월납,대면채널,2024-04-01,"1. 가입나이 : 0세~최대80세 2. 연금개시나이 : 45세~90세 3. 보험기간 - 연금개시 전 보험기간: 가입시점부터 연금지급개시나이 계약해당일 전일까지 - 연금개시 후 보험기간: 종신연금형 및 상속연금형(종신)/확정연금형(5,10,20,30,40,50년) 4. 납입기간 : 3년,5년,10년 5. 장기유지보너스 : 5년,10년 시점 장기유지보너스 발생 (적립형에 한함) 6. 기본보험료납입한도 : 3,5년납 월납보험료 20만원 이상 / 10년납 월납보험료 10만원 이상 7. 보험금지급사유 : 연금개시전 80% 이상 장해상태, 연금개시후 선택연금(종신연금형, 확정연금형, 상속연금형) (단, 해약환급금 및 계약자적립액은 40세가입, 월납입보험료 30만원, 10년납, 60세 연금개시 기준) * 상품요약서상의 계약자적립액 및 해약환급금은 당시의 공시이율을 기준으로 산출하였습니다. * 적용이율 가정시 예상수익률과 계약자적립액 및 해약환급금은 매월 업데이트 되므로 상품요약서상의 금액과 상이할 수 있습니다.",1577-3311
푸본현대생명,MAX 연금보험 하이파이브 무배당(A2404),5,"18,000,000 원","18,272,204 원",101.51 %,"18,189,918 원","18,272,840 원",101.52 %,"18,190,554 원",-0.62 %,1.51 %,2.64 %,-,7.07 %,0.0040 %,-,2.30 %,"3년이내 1.75%, 5년이내 1.25%, 5년 초과 10년이내 1.15%, 10년 초과 0.5%",적립,비유니버셜,월납,대면채널,2024-04-01,"1. 가입나이 : 0세~최대80세 2. 연금개시나이 : 45세~90세 3. 보험기간 - 연금개시 전 보험기간: 가입시점부터 연금지급개시나이 계약해당일 전일까지 - 연금개시 후 보험기간: 종신연금형 및 상속연금형(종신)/확정연금형(5,10,20,30,40,50년) 4. 납입기간 : 3년,5년,10년 5. 장기유지보너스 : 5년,10년 시점 장기유지보너스 발생 (적립형에 한함) 6. 기본보험료납입한도 : 3,5년납 월납보험료 20만원 이상 / 10년납 월납보험료 10만원 이상 7. 보험금지급사유 : 연금개시전 80% 이상 장해상태, 연금개시후 선택연금(종신연금형, 확정연금형, 상속연금형) (단, 해약환급금 및 계약자적립액은 40세가입, 월납입보험료 30만원, 10년납, 60세 연금개시 기준) * 상품요약서상의 계약자적립액 및 해약환급금은 당시의 공시이율을 기준으로 산출하였습니다. * 적용이율 가정시 예상수익률과 계약자적립액 및 해약환급금은 매월 업데이트 되므로 상품요약서상의 금액과 상이할 수 있습니다.",1577-3311
푸본현대생명,MAX 연금보험 하이파이브 무배당(A2404),10,"36,000,000 원","39,975,784 원",111.04 %,"39,975,784 원","39,977,133 원",111.05 %,"39,977,133 원",5.35 %,11.04 %,13.52 %,-,6.18 %,0.0040 %,-,2.30 %,"3년이내 1.75%, 5년이내 1.25%, 5년 초과 10년이내 1.15%, 10년 초과 0.5%",적립,비유니버셜,월납,대면채널,2024-04-01,"1. 가입나이 : 0세~최대80세 2. 연금개시나이 : 45세~90세 3. 보험기간 - 연금개시 전 보험기간: 가입시점부터 연금지급개시나이 계약해당일 전일까지 - 연금개시 후 보험기간: 종신연금형 및 상속연금형(종신)/확정연금형(5,10,20,30,40,50년) 4. 납입기간 : 3년,5년,10년 5. 장기유지보너스 : 5년,10년 시점 장기유지보너스 발생 (적립형에 한함) 6. 기본보험료납입한도 : 3,5년납 월납보험료 20만원 이상 / 10년납 월납보험료 10만원 이상 7. 보험금지급사유 : 연금개시전 80% 이상 장해상태, 연금개시후 선택연금(종신연금형, 확정연금형, 상속연금형) (단, 해약환급금 및 계약자적립액은 40세가입, 월납입보험료 30만원, 10년납, 60세 연금개시 기준) * 상품요약서상의 계약자적립액 및 해약환급금은 당시의 공시이율을 기준으로 산출하였습니다. * 적용이율 가정시 예상수익률과 계약자적립액 및 해약환급금은 매월 업데이트 되므로 상품요약서상의 금액과 상이할 수 있습니다.",1577-3311
푸본현대생명,MAX 연금보험 하이파이브 무배당(A2404),15,"36,000,000 원","44,532,929 원",123.70 %,"44,532,929 원","44,536,094 원",123.71 %,"44,536,094 원",7.33 %,23.70 %,29.29 %,-,6.85 %,0.0093 %,-,2.30 %,"3년이내 1.75%, 5년이내 1.25%, 5년 초과 10년이내 1.15%, 10년 초과 0.5%",적립,비유니버셜,월납,대면채널,2024-04-01,"1. 가입나이 : 0세~최대80세 2. 연금개시나이 : 45세~90세 3. 보험기간 - 연금개시 전 보험기간: 가입시점부터 연금지급개시나이 계약해당일 전일까지 - 연금개시 후 보험기간: 종신연금형 및 상속연금형(종신)/확정연금형(5,10,20,30,40,50년) 4. 납입기간 : 3년,5년,10년 5. 장기유지보너스 : 5년,10년 시점 장기유지보너스 발생 (적립형에 한함) 6. 기본보험료납입한도 : 3,5년납 월납보험료 20만원 이상 / 10년납 월납보험료 10만원 이상 7. 보험금지급사유 : 연금개시전 80% 이상 장해상태, 연금개시후 선택연금(종신연금형, 확정연금형, 상속연금형) (단, 해약환급금 및 계약자적립액은 40세가입, 월납입보험료 30만원, 10년납, 60세 연금개시 기준) * 상품요약서상의 계약자적립액 및 해약환급금은 당시의 공시이율을 기준으로 산출하였습니다. * 적용이율 가정시 예상수익률과 계약자적립액 및 해약환급금은 매월 업데이트 되므로 상품요약서상의 금액과 상이할 수 있습니다.",1577-3311
푸본현대생명,MAX 연금보험 하이파이브 무배당(A2404),20,"36,000,000 원","49,638,813 원",137.89 %,"49,638,813 원","49,644,012 원",137.90 %,"49,644,012 원",9.36 %,37.88 %,47.35 %,-,7.51 %,0.0147 %,-,2.30 %,"3년이내 1.75%, 5년이내 1.25%, 5년 초과 10년이내 1.15%, 10년 초과 0.5%",적립,비유니버셜,월납,대면채널,2024-04-01,"1. 가입나이 : 0세~최대80세 2. 연금개시나이 : 45세~90세 3. 보험기간 - 연금개시 전 보험기간: 가입시점부터 연금지급개시나이 계약해당일 전일까지 - 연금개시 후 보험기간: 종신연금형 및 상속연금형(종신)/확정연금형(5,10,20,30,40,50년) 4. 납입기간 : 3년,5년,10년 5. 장기유지보너스 : 5년,10년 시점 장기유지보너스 발생 (적립형에 한함) 6. 기본보험료납입한도 : 3,5년납 월납보험료 20만원 이상 / 10년납 월납보험료 10만원 이상 7. 보험금지급사유 : 연금개시전 80% 이상 장해상태, 연금개시후 선택연금(종신연금형, 확정연금형, 상속연금형) (단, 해약환급금 및 계약자적립액은 40세가입, 월납입보험료 30만원, 10년납, 60세 연금개시 기준) * 상품요약서상의 계약자적립액 및 해약환급금은 당시의 공시이율을 기준으로 산출하였습니다. * 적용이율 가정시 예상수익률과 계약자적립액 및 해약환급금은 매월 업데이트 되므로 상품요약서상의 금액과 상이할 수 있습니다.",1577-3311
푸본현대생명,MAX 연금보험 무배당(법인)(2404),1,"3,600,000 원","3,408,785 원",94.69 %,"3,300,785 원","3,408,980 원",94.69 %,"3,300,980 원",-5.59 %,-5.31 %,-5.08 %,-,6.47 %,0.0067 %,-,2.30 %,"3년이내 1.75%, 3년초과 5년이내 1.25%, 5년 초과 10년 이내 1.15%, 10년초과 0.5%",적립,비유니버셜,월납,대면채널,2024-04-01,"1. 가입나이 : 15세~75세 2. 연금개시나이 : 45세~85세 3. 보험기간 - 연금개시 전 보험기간: 가입시점부터 연금개시나이 계약해당일 전일까지 - 연금개시 후 보험기간  1) 종신연금형: 연금지급개시일부터 종신까지  2) 확정연금형: 연금지급개시일부터 최종연금지급일까지 3. 납입기간 : 5년,10년,15년,20년, 45세~80세납 4. 보험료할인 : 해당사항 없음 5. 기본보험료납입한도 : 월납보험료 2만원~150만원(단, 5년납은 월납보험료 29만원~150만원) 6. 보험금지급사유 : 연금개시전 80% 이상 장해상태, 연금개시후 선택연금(확정연금형, 종신연금형) (단, 해약환급금은 40세가입, 월납입보험료 30만원, 10년납, 60세 연금개시 기준) * 상품요약서상의 계약자적립액 및 해약환급금은 당시의 공시이율을 기준으로 산출하였습니다. * 적용이율 가정시 예상수익률과 계약자적립액 및 해약환급금은 매월 업데이트 되므로 상품요약서상의 금액과 상이할 수 있습니다.",1577-3311
푸본현대생명,MAX 연금보험 무배당(법인)(2404),3,"10,800,000 원","10,463,365 원",96.88 %,"10,391,365 원","10,463,962 원",96.89 %,"10,391,962 원",-3.92 %,-3.11 %,-2.44 %,-,6.47 %,0.0067 %,-,2.30 %,"3년이내 1.75%, 3년초과 5년이내 1.25%, 5년 초과 10년 이내 1.15%, 10년초과 0.5%",적립,비유니버셜,월납,대면채널,2024-04-01,"1. 가입나이 : 15세~75세 2. 연금개시나이 : 45세~85세 3. 보험기간 - 연금개시 전 보험기간: 가입시점부터 연금개시나이 계약해당일 전일까지 - 연금개시 후 보험기간  1) 종신연금형: 연금지급개시일부터 종신까지  2) 확정연금형: 연금지급개시일부터 최종연금지급일까지 3. 납입기간 : 5년,10년,15년,20년, 45세~80세납 4. 보험료할인 : 해당사항 없음 5. 기본보험료납입한도 : 월납보험료 2만원~150만원(단, 5년납은 월납보험료 29만원~150만원) 6. 보험금지급사유 : 연금개시전 80% 이상 장해상태, 연금개시후 선택연금(확정연금형, 종신연금형) (단, 해약환급금은 40세가입, 월납입보험료 30만원, 10년납, 60세 연금개시 기준) * 상품요약서상의 계약자적립액 및 해약환급금은 당시의 공시이율을 기준으로 산출하였습니다. * 적용이율 가정시 예상수익률과 계약자적립액 및 해약환급금은 매월 업데이트 되므로 상품요약서상의 금액과 상이할 수 있습니다.",1577-3311
푸본현대생명,MAX 연금보험 무배당(법인)(2404),5,"18,000,000 원","17,846,187 원",99.15 %,"17,810,187 원","17,847,205 원",99.15 %,"17,811,205 원",-3.00 %,-0.85 %,0.28 %,-,6.47 %,0.0067 %,-,2.30 %,"3년이내 1.75%, 3년초과 5년이내 1.25%, 5년 초과 10년 이내 1.15%, 10년초과 0.5%",적립,비유니버셜,월납,대면채널,2024-04-01,"1. 가입나이 : 15세~75세 2. 연금개시나이 : 45세~85세 3. 보험기간 - 연금개시 전 보험기간: 가입시점부터 연금개시나이 계약해당일 전일까지 - 연금개시 후 보험기간  1) 종신연금형: 연금지급개시일부터 종신까지  2) 확정연금형: 연금지급개시일부터 최종연금지급일까지 3. 납입기간 : 5년,10년,15년,20년, 45세~80세납 4. 보험료할인 : 해당사항 없음 5. 기본보험료납입한도 : 월납보험료 2만원~150만원(단, 5년납은 월납보험료 29만원~150만원) 6. 보험금지급사유 : 연금개시전 80% 이상 장해상태, 연금개시후 선택연금(확정연금형, 종신연금형) (단, 해약환급금은 40세가입, 월납입보험료 30만원, 10년납, 60세 연금개시 기준) * 상품요약서상의 계약자적립액 및 해약환급금은 당시의 공시이율을 기준으로 산출하였습니다. * 적용이율 가정시 예상수익률과 계약자적립액 및 해약환급금은 매월 업데이트 되므로 상품요약서상의 금액과 상이할 수 있습니다.",1577-3311
푸본현대생명,MAX 연금보험 무배당(법인)(2404),10,"36,000,000 원","37,905,061 원",105.29 %,"37,905,061 원","37,907,219 원",105.30 %,"37,907,219 원",-0.32 %,5.29 %,7.74 %,-,6.30 %,0.0067 %,-,2.30 %,"3년이내 1.75%, 3년초과 5년이내 1.25%, 5년 초과 10년 이내 1.15%, 10년초과 0.5%",적립,비유니버셜,월납,대면채널,2024-04-01,"1. 가입나이 : 15세~75세 2. 연금개시나이 : 45세~85세 3. 보험기간 - 연금개시 전 보험기간: 가입시점부터 연금개시나이 계약해당일 전일까지 - 연금개시 후 보험기간  1) 종신연금형: 연금지급개시일부터 종신까지  2) 확정연금형: 연금지급개시일부터 최종연금지급일까지 3. 납입기간 : 5년,10년,15년,20년, 45세~80세납 4. 보험료할인 : 해당사항 없음 5. 기본보험료납입한도 : 월납보험료 2만원~150만원(단, 5년납은 월납보험료 29만원~150만원) 6. 보험금지급사유 : 연금개시전 80% 이상 장해상태, 연금개시후 선택연금(확정연금형, 종신연금형) (단, 해약환급금은 40세가입, 월납입보험료 30만원, 10년납, 60세 연금개시 기준) * 상품요약서상의 계약자적립액 및 해약환급금은 당시의 공시이율을 기준으로 산출하였습니다. * 적용이율 가정시 예상수익률과 계약자적립액 및 해약환급금은 매월 업데이트 되므로 상품요약서상의 금액과 상이할 수 있습니다.",1577-3311
