보험회사명,상품명,유지기간,납입보험료,계약자적립액,적립률,해약환급금,계약자적립액_1,적립률_1,해약환급금_1,최저보증이율,현재공시이율,평균공시이율,확정이율,사업비율,위험보장,확정이율_1,현재공시이율_1,최저보증이율_1,가입유형,유니버셜여부,납입방법,판매채널,판매일자,특이사항,대표번호
BNP파리바카디프생명,(무) 뉴 플러스자산관리 저축보험,10.0,"50,000,000 원","64,725,159 원",129.45 %,"64,725,159 원","64,837,906 원",129.68 %,"64,837,906 원",6.45 %,29.45 %,25.43 %,-,5.39 %,0.3376 %,-,3.07 %,"2.5%(1~3년), 0.5%(4~10년)",거치,비유니버셜,일시납,방카슈랑스,2025-06-30,"1. 해약환급금 및 예상수익률 예시 기준: 55세, 기본보험료 5천만원, 10년만기, 일시납, 가입시점의 공시이율 연복리 3.07% 가정 2. 가입나이 : 만15세~ 80세 3. 보험기간 : 10년 4. 이율 확정기간 : 보험가입시점의 공시이율을 이율확정기간(3년)동안 보장하여 드립니다. 5. 보험료 납입기간: 일시납 6. 기본보험료: 1천만원 이상 7. 보험기간 중 해지 시 시장조정계수(MCF)가 적용(계약자적립액X시장조정계수)되어 보험가입시점의 공시이율보다 해지시점의 공시이율이 높다면 해약환급금이 감소합니다.  다만, 시장조정계수(MCF)가 80%미만인 경우는 80%를 최저한도로 하여 계산합니다. 8. 유지보너스 지급 : 보험계약일로부터 3년 시점의 계약해당일에 기본보험료의 1% 적립",1688-1118
푸본현대생명,MAX 저축보험 무배당(법인)(2404),1.0,"50,000,000 원","50,023,175 원",100.05 %,"50,023,175 원","50,023,175 원",100.05 %,"50,023,175 원",-0.68 %,0.04 %,0.53 %,-,2.14 %,0.0228 %,-,2.25 %,"3년이내 1.50%, 10년이내 1.00% 10년초과 0.5%",거치,비유니버셜,일시납,대면채널,2024-04-01,"1. 가입연령 : 만15세~최고70세 2. 보험기간 : 3/5/7/10년 만기 3. 납입기간 : 일시납 *해약환급금은 남/여 55세, 일시납보험료 5,000만원, 10년만기 일시납 기준  모집수수료율은 남자40세, 일시납보험료 1억원, 10년만기 일시납 기준 *상품요약서상의 계약자적립액 및 해약환급금은 당시의 공시이율을 기준으로 산출하였습니다. *적용이율 가정시 예상수익률과 계약자적립액 및 해약환급금은 매월 업데이트 되므로 상품요약서상의 금액과 상이할 수 있습니다.",1577-3311
푸본현대생명,MAX 저축보험 무배당(법인)(2404),3.0,"50,000,000 원","52,022,577 원",104.05 %,"52,022,577 원","52,022,577 원",104.05 %,"52,022,577 원",1.76 %,4.04 %,5.58 %,-,2.63 %,0.0732 %,-,2.25 %,"3년이내 1.50%, 10년이내 1.00% 10년초과 0.5%",거치,비유니버셜,일시납,대면채널,2024-04-01,"1. 가입연령 : 만15세~최고70세 2. 보험기간 : 3/5/7/10년 만기 3. 납입기간 : 일시납 *해약환급금은 남/여 55세, 일시납보험료 5,000만원, 10년만기 일시납 기준  모집수수료율은 남자40세, 일시납보험료 1억원, 10년만기 일시납 기준 *상품요약서상의 계약자적립액 및 해약환급금은 당시의 공시이율을 기준으로 산출하였습니다. *적용이율 가정시 예상수익률과 계약자적립액 및 해약환급금은 매월 업데이트 되므로 상품요약서상의 금액과 상이할 수 있습니다.",1577-3311
푸본현대생명,MAX 저축보험 무배당(법인)(2404),5.0,"50,000,000 원","54,144,271 원",108.29 %,"54,144,271 원","54,144,271 원",108.29 %,"54,144,271 원",3.32 %,8.28 %,10.97 %,-,3.05 %,0.1332 %,-,2.25 %,"3년이내 1.50%, 10년이내 1.00% 10년초과 0.5%",거치,비유니버셜,일시납,대면채널,2024-04-01,"1. 가입연령 : 만15세~최고70세 2. 보험기간 : 3/5/7/10년 만기 3. 납입기간 : 일시납 *해약환급금은 남/여 55세, 일시납보험료 5,000만원, 10년만기 일시납 기준  모집수수료율은 남자40세, 일시납보험료 1억원, 10년만기 일시납 기준 *상품요약서상의 계약자적립액 및 해약환급금은 당시의 공시이율을 기준으로 산출하였습니다. *적용이율 가정시 예상수익률과 계약자적립액 및 해약환급금은 매월 업데이트 되므로 상품요약서상의 금액과 상이할 수 있습니다.",1577-3311
푸본현대생명,MAX 저축보험 무배당(법인)(2404),7.0,"50,000,000 원","56,362,516 원",112.73 %,"56,362,516 원","56,362,516 원",112.73 %,"56,362,516 원",4.91 %,12.72 %,16.67 %,-,3.45 %,0.2052 %,-,2.25 %,"3년이내 1.50%, 10년이내 1.00% 10년초과 0.5%",거치,비유니버셜,일시납,대면채널,2024-04-01,"1. 가입연령 : 만15세~최고70세 2. 보험기간 : 3/5/7/10년 만기 3. 납입기간 : 일시납 *해약환급금은 남/여 55세, 일시납보험료 5,000만원, 10년만기 일시납 기준  모집수수료율은 남자40세, 일시납보험료 1억원, 10년만기 일시납 기준 *상품요약서상의 계약자적립액 및 해약환급금은 당시의 공시이율을 기준으로 산출하였습니다. *적용이율 가정시 예상수익률과 계약자적립액 및 해약환급금은 매월 업데이트 되므로 상품요약서상의 금액과 상이할 수 있습니다.",1577-3311
푸본현대생명,MAX 저축보험 무배당(법인)(2404),10.0,"50,000,000 원","59,880,581 원",119.76 %,"59,880,581 원","59,880,581 원",119.76 %,"59,880,581 원",7.36 %,19.76 %,25.81 %,-,4.04 %,0.3420 %,-,2.25 %,"3년이내 1.50%, 10년이내 1.00% 10년초과 0.5%",거치,비유니버셜,일시납,대면채널,2024-04-01,"1. 가입연령 : 만15세~최고70세 2. 보험기간 : 3/5/7/10년 만기 3. 납입기간 : 일시납 *해약환급금은 남/여 55세, 일시납보험료 5,000만원, 10년만기 일시납 기준  모집수수료율은 남자40세, 일시납보험료 1억원, 10년만기 일시납 기준 *상품요약서상의 계약자적립액 및 해약환급금은 당시의 공시이율을 기준으로 산출하였습니다. *적용이율 가정시 예상수익률과 계약자적립액 및 해약환급금은 매월 업데이트 되므로 상품요약서상의 금액과 상이할 수 있습니다.",1577-3311
푸본현대생명,MAX 찐 트리플 양로저축보험 무배당(2404),1.0,"1,944,000 원","1,806,600 원",92.93 %,"1,425,171 원","1,807,200 원",93.19 %,"1,426,629 원",-,-,-,-7.06 %,7.53 %,0.6219 %,2.20 %,-,-,적립,비유니버셜,월납,대면채널,2024-04-01,"1. 가입연령 : 만15세~최고60세 2. 보험기간 : 10/20년 만기 3. 납입기간 : 전기납 4, 보험료할인: 해당사항 없음 * 해약환급금 등 예시는 남자 40세, 10년만기, 전기납, 보험가입금액 2,000만원 기준 * 상품요약서에서 '해약환급금 예시', '모집수수료율', '공제금액 공시에 대한 사항'의 작성기준을 협회 비교공시기준 대표계약과 가장 근접하도록 설정함.  - 보험가입금액 2,000만원",1577-3311
푸본현대생명,MAX 찐 트리플 양로저축보험 무배당(2404),3.0,"5,832,000 원","5,541,400 원",95.02 %,"5,287,114 원","5,543,600 원",95.29 %,"5,289,886 원",-,-,-,-4.98 %,7.53 %,0.5971 %,2.20 %,-,-,적립,비유니버셜,월납,대면채널,2024-04-01,"1. 가입연령 : 만15세~최고60세 2. 보험기간 : 10/20년 만기 3. 납입기간 : 전기납 4, 보험료할인: 해당사항 없음 * 해약환급금 등 예시는 남자 40세, 10년만기, 전기납, 보험가입금액 2,000만원 기준 * 상품요약서에서 '해약환급금 예시', '모집수수료율', '공제금액 공시에 대한 사항'의 작성기준을 협회 비교공시기준 대표계약과 가장 근접하도록 설정함.  - 보험가입금액 2,000만원",1577-3311
푸본현대생명,MAX 찐 트리플 양로저축보험 무배당(2404),5.0,"9,720,000 원","9,444,200 원",97.16 %,"9,317,057 원","9,448,000 원",97.44 %,"9,321,143 원",-,-,-,-2.83 %,7.53 %,0.5735 %,2.20 %,-,-,적립,비유니버셜,월납,대면채널,2024-04-01,"1. 가입연령 : 만15세~최고60세 2. 보험기간 : 10/20년 만기 3. 납입기간 : 전기납 4, 보험료할인: 해당사항 없음 * 해약환급금 등 예시는 남자 40세, 10년만기, 전기납, 보험가입금액 2,000만원 기준 * 상품요약서에서 '해약환급금 예시', '모집수수료율', '공제금액 공시에 대한 사항'의 작성기준을 협회 비교공시기준 대표계약과 가장 근접하도록 설정함.  - 보험가입금액 2,000만원",1577-3311
푸본현대생명,MAX 찐 트리플 양로저축보험 무배당(2404),7.0,"13,608,000 원","13,524,400 원",99.39 %,"13,524,400 원","13,528,600 원",99.66 %,"13,528,600 원",-,-,-,-0.61 %,7.53 %,0.5365 %,2.20 %,-,-,적립,비유니버셜,월납,대면채널,2024-04-01,"1. 가입연령 : 만15세~최고60세 2. 보험기간 : 10/20년 만기 3. 납입기간 : 전기납 4, 보험료할인: 해당사항 없음 * 해약환급금 등 예시는 남자 40세, 10년만기, 전기납, 보험가입금액 2,000만원 기준 * 상품요약서에서 '해약환급금 예시', '모집수수료율', '공제금액 공시에 대한 사항'의 작성기준을 협회 비교공시기준 대표계약과 가장 근접하도록 설정함.  - 보험가입금액 2,000만원",1577-3311
푸본현대생명,MAX 찐 트리플 양로저축보험 무배당(2404),10.0,"19,440,000 원","20,000,000 원",102.88 %,"20,000,000 원","20,000,000 원",103.14 %,"20,000,000 원",-,-,-,2.88 %,7.53 %,0.4469 %,2.20 %,-,-,적립,비유니버셜,월납,대면채널,2024-04-01,"1. 가입연령 : 만15세~최고60세 2. 보험기간 : 10/20년 만기 3. 납입기간 : 전기납 4, 보험료할인: 해당사항 없음 * 해약환급금 등 예시는 남자 40세, 10년만기, 전기납, 보험가입금액 2,000만원 기준 * 상품요약서에서 '해약환급금 예시', '모집수수료율', '공제금액 공시에 대한 사항'의 작성기준을 협회 비교공시기준 대표계약과 가장 근접하도록 설정함.  - 보험가입금액 2,000만원",1577-3311
NH농협생명,프리미엄NH저축보험(무배당)_2404_(거치형),1.0,"50,000,000 원","49,921,027 원",99.84 %,"49,921,027 원","49,929,530 원",99.86 %,"49,929,530 원",-1.39 %,-0.16 %,0.33 %,-,2.34 %,0.0300 %,-,2.25 %,10년이내 1.0% 10년초과 0.5%,거치,비유니버셜,일시납,대면채널  방카슈랑스,2025-01-01,"""1. 가입나이 : 만15세 ~ 최고 75세(보험기간, 성별에 따라 차등) 2. 보험기간 : 5/7/10/12/15/20년 3. 판매채널 : 대면채널, 방카슈랑스 4. 해약환급금 및 적립액 작성기준  - 일시납보험료 5천만원, 55세, 10년만기, 거치형, 공시이율 2.25%기준 5. 예상수익률/계약관리비용/유지관리비용/위험보장 작성기준  - 남자 55세, 일시납보험료 5천만원, 10년만기, 일시납  - 상기 비용 및 위험보험료, 수익률은 보험기간을 기준으로 예시함(거치형)""",1544-4000
NH농협생명,프리미엄NH저축보험(무배당)_2404_(거치형),3.0,"50,000,000 원","51,717,153 원",103.43 %,"51,717,153 원","51,745,681 원",103.49 %,"51,745,681 원",-0.34 %,3.43 %,4.97 %,-,3.20 %,0.0972 %,-,2.25 %,10년이내 1.0% 10년초과 0.5%,거치,비유니버셜,일시납,대면채널  방카슈랑스,2025-01-01,"""1. 가입나이 : 만15세 ~ 최고 75세(보험기간, 성별에 따라 차등) 2. 보험기간 : 5/7/10/12/15/20년 3. 판매채널 : 대면채널, 방카슈랑스 4. 해약환급금 및 적립액 작성기준  - 일시납보험료 5천만원, 55세, 10년만기, 거치형, 공시이율 2.25%기준 5. 예상수익률/계약관리비용/유지관리비용/위험보장 작성기준  - 남자 55세, 일시납보험료 5천만원, 10년만기, 일시납  - 상기 비용 및 위험보험료, 수익률은 보험기간을 기준으로 예시함(거치형)""",1544-4000
NH농협생명,프리미엄NH저축보험(무배당)_2404_(거치형),5.0,"50,000,000 원","53,699,069 원",107.40 %,"53,699,069 원","53,752,220 원",107.50 %,"53,752,220 원",0.93 %,7.40 %,10.08 %,-,3.84 %,0.1752 %,-,2.25 %,10년이내 1.0% 10년초과 0.5%,거치,비유니버셜,일시납,대면채널  방카슈랑스,2025-01-01,"""1. 가입나이 : 만15세 ~ 최고 75세(보험기간, 성별에 따라 차등) 2. 보험기간 : 5/7/10/12/15/20년 3. 판매채널 : 대면채널, 방카슈랑스 4. 해약환급금 및 적립액 작성기준  - 일시납보험료 5천만원, 55세, 10년만기, 거치형, 공시이율 2.25%기준 5. 예상수익률/계약관리비용/유지관리비용/위험보장 작성기준  - 남자 55세, 일시납보험료 5천만원, 10년만기, 일시납  - 상기 비용 및 위험보험료, 수익률은 보험기간을 기준으로 예시함(거치형)""",1544-4000
NH농협생명,프리미엄NH저축보험(무배당)_2404_(거치형),7.0,"50,000,000 원","55,763,806 원",111.53 %,"55,763,806 원","55,847,004 원",111.69 %,"55,847,004 원",2.21 %,11.53 %,15.45 %,-,4.49 %,0.2676 %,-,2.25 %,10년이내 1.0% 10년초과 0.5%,거치,비유니버셜,일시납,대면채널  방카슈랑스,2025-01-01,"""1. 가입나이 : 만15세 ~ 최고 75세(보험기간, 성별에 따라 차등) 2. 보험기간 : 5/7/10/12/15/20년 3. 판매채널 : 대면채널, 방카슈랑스 4. 해약환급금 및 적립액 작성기준  - 일시납보험료 5천만원, 55세, 10년만기, 거치형, 공시이율 2.25%기준 5. 예상수익률/계약관리비용/유지관리비용/위험보장 작성기준  - 남자 55세, 일시납보험료 5천만원, 10년만기, 일시납  - 상기 비용 및 위험보험료, 수익률은 보험기간을 기준으로 예시함(거치형)""",1544-4000
NH농협생명,프리미엄NH저축보험(무배당)_2404_(거치형),10.0,"50,000,000 원","59,019,575 원",118.04 %,"59,019,575 원","59,161,847 원",118.32 %,"59,161,847 원",4.14 %,18.04 %,24.04 %,-,5.46 %,0.4428 %,-,2.25 %,10년이내 1.0% 10년초과 0.5%,거치,비유니버셜,일시납,대면채널  방카슈랑스,2025-01-01,"""1. 가입나이 : 만15세 ~ 최고 75세(보험기간, 성별에 따라 차등) 2. 보험기간 : 5/7/10/12/15/20년 3. 판매채널 : 대면채널, 방카슈랑스 4. 해약환급금 및 적립액 작성기준  - 일시납보험료 5천만원, 55세, 10년만기, 거치형, 공시이율 2.25%기준 5. 예상수익률/계약관리비용/유지관리비용/위험보장 작성기준  - 남자 55세, 일시납보험료 5천만원, 10년만기, 일시납  - 상기 비용 및 위험보험료, 수익률은 보험기간을 기준으로 예시함(거치형)""",1544-4000
NH농협생명,"프리미엄NH저축보험(무배당)_2404_(적립형,수익형)",1.0,"3,600,000 원","3,402,273 원",94.51 %,"3,188,845 원","3,402,383 원",94.51 %,"3,188,954 원",-6.12 %,-5.49 %,-5.24 %,-,6.62 %,0.0070 %,-,2.25 %,10년이내 1.0% 10년초과 0.5%,적립,비유니버셜,월납,대면채널  방카슈랑스,2025-01-01,"""1. 가입나이 : 만15세 ~ 최고 77세(보험기간, 납입기간 및 형별에 따라 차등) 2. 보험기간 : 3/5/7/10/12/15/20/30년, 80세 만기 3. 판매채널 : 대면채널, 방카슈랑스 4. 해약환급금 및 적립액 작성기준  - 기본보험료 30만원, 40세, 10년만기, 전기납, 월납, 적립형(수익형), 공시이율 2.25%기준 5. 예상수익률/계약관리비용/유지관리비용/위험보장 작성기준  - 남자 40세, 기본보험료 30만원, 10년만기, 전기납, 월납, 적립형(수익형)  - 상기 비용 및 위험보험료, 수익률은 보험기간을 기준으로 예시함(적립형(수익형))  - 10년시점 수익률은 만기보험금 최저보증[이미 납입한 보험료+1,000원]을 적용하여 예시함""",1544-4000
NH농협생명,"프리미엄NH저축보험(무배당)_2404_(적립형,수익형)",3.0,"10,800,000 원","10,438,087 원",96.65 %,"10,295,801 원","10,438,459 원",96.65 %,"10,296,173 원",-5.18 %,-3.35 %,-2.61 %,-,6.62 %,0.0080 %,-,2.25 %,10년이내 1.0% 10년초과 0.5%,적립,비유니버셜,월납,대면채널  방카슈랑스,2025-01-01,"""1. 가입나이 : 만15세 ~ 최고 77세(보험기간, 납입기간 및 형별에 따라 차등) 2. 보험기간 : 3/5/7/10/12/15/20/30년, 80세 만기 3. 판매채널 : 대면채널, 방카슈랑스 4. 해약환급금 및 적립액 작성기준  - 기본보험료 30만원, 40세, 10년만기, 전기납, 월납, 적립형(수익형), 공시이율 2.25%기준 5. 예상수익률/계약관리비용/유지관리비용/위험보장 작성기준  - 남자 40세, 기본보험료 30만원, 10년만기, 전기납, 월납, 적립형(수익형)  - 상기 비용 및 위험보험료, 수익률은 보험기간을 기준으로 예시함(적립형(수익형))  - 10년시점 수익률은 만기보험금 최저보증[이미 납입한 보험료+1,000원]을 적용하여 예시함""",1544-4000
NH농협생명,"프리미엄NH저축보험(무배당)_2404_(적립형,수익형)",5.0,"18,000,000 원","17,794,001 원",98.86 %,"17,722,858 원","17,794,720 원",98.86 %,"17,723,578 원",-4.23 %,-1.14 %,0.12 %,-,6.62 %,0.0086 %,-,2.25 %,10년이내 1.0% 10년초과 0.5%,적립,비유니버셜,월납,대면채널  방카슈랑스,2025-01-01,"""1. 가입나이 : 만15세 ~ 최고 77세(보험기간, 납입기간 및 형별에 따라 차등) 2. 보험기간 : 3/5/7/10/12/15/20/30년, 80세 만기 3. 판매채널 : 대면채널, 방카슈랑스 4. 해약환급금 및 적립액 작성기준  - 기본보험료 30만원, 40세, 10년만기, 전기납, 월납, 적립형(수익형), 공시이율 2.25%기준 5. 예상수익률/계약관리비용/유지관리비용/위험보장 작성기준  - 남자 40세, 기본보험료 30만원, 10년만기, 전기납, 월납, 적립형(수익형)  - 상기 비용 및 위험보험료, 수익률은 보험기간을 기준으로 예시함(적립형(수익형))  - 10년시점 수익률은 만기보험금 최저보증[이미 납입한 보험료+1,000원]을 적용하여 예시함""",1544-4000
NH농협생명,"프리미엄NH저축보험(무배당)_2404_(적립형,수익형)",7.0,"25,200,000 원","25,484,507 원",101.13 %,"25,484,507 원","25,485,664 원",101.13 %,"25,485,664 원",-3.26 %,1.13 %,2.94 %,-,6.62 %,0.0094 %,-,2.25 %,10년이내 1.0% 10년초과 0.5%,적립,비유니버셜,월납,대면채널  방카슈랑스,2025-01-01,"""1. 가입나이 : 만15세 ~ 최고 77세(보험기간, 납입기간 및 형별에 따라 차등) 2. 보험기간 : 3/5/7/10/12/15/20/30년, 80세 만기 3. 판매채널 : 대면채널, 방카슈랑스 4. 해약환급금 및 적립액 작성기준  - 기본보험료 30만원, 40세, 10년만기, 전기납, 월납, 적립형(수익형), 공시이율 2.25%기준 5. 예상수익률/계약관리비용/유지관리비용/위험보장 작성기준  - 남자 40세, 기본보험료 30만원, 10년만기, 전기납, 월납, 적립형(수익형)  - 상기 비용 및 위험보험료, 수익률은 보험기간을 기준으로 예시함(적립형(수익형))  - 10년시점 수익률은 만기보험금 최저보증[이미 납입한 보험료+1,000원]을 적용하여 예시함""",1544-4000
NH농협생명,"프리미엄NH저축보험(무배당)_2404_(적립형,수익형)",10.0,"36,000,000 원","37,963,962 원",105.46 %,"37,963,962 원","37,965,944 원",105.46 %,"37,965,944 원",-1.01 %,5.46 %,8.18 %,-,5.86 %,0.0108 %,-,2.25 %,10년이내 1.0% 10년초과 0.5%,적립,비유니버셜,월납,대면채널  방카슈랑스,2025-01-01,"""1. 가입나이 : 만15세 ~ 최고 77세(보험기간, 납입기간 및 형별에 따라 차등) 2. 보험기간 : 3/5/7/10/12/15/20/30년, 80세 만기 3. 판매채널 : 대면채널, 방카슈랑스 4. 해약환급금 및 적립액 작성기준  - 기본보험료 30만원, 40세, 10년만기, 전기납, 월납, 적립형(수익형), 공시이율 2.25%기준 5. 예상수익률/계약관리비용/유지관리비용/위험보장 작성기준  - 남자 40세, 기본보험료 30만원, 10년만기, 전기납, 월납, 적립형(수익형)  - 상기 비용 및 위험보험료, 수익률은 보험기간을 기준으로 예시함(적립형(수익형))  - 10년시점 수익률은 만기보험금 최저보증[이미 납입한 보험료+1,000원]을 적용하여 예시함""",1544-4000
NH농협생명,NHe부자습관저축보험(무배당),1.0,"3,600,000 원","3,623,075 원",100.64 %,"3,623,075 원","3,623,117 원",100.64 %,"3,623,117 원",0.28 %,0.64 %,0.78 %,-,0.56 %,0.0070 %,-,2.25 %,10년이내 1.0% 10년초과 0.5%,적립,비유니버셜,월납,CM,2025-01-01,"""1. 가입나이 : 만19세 ~ 최고 65세 2. 보험기간 : 5/10년 만기 3. 판매채널 : CM 4. 해약환급금 및 적립액 작성기준  - 기본보험료 30만원, 40세, 10년만기, 전기납, 월납, 공시이율 2.25%기준 5. 예상수익률/계약관리비용/유지관리비용/위험보장 작성기준  - 남자 40세, 기본보험료 30만원, 10년 만기, 전기납, 월납  - 상기 비용 및 위험보험료, 수익률은 보험기간을 기준으로 예시함  - 사업비를 기본보험료 납입에 따른 경과이자(기본보험료 납입 전일 종료시점의 기본보험료의 계약자적립액에서 이미 납입한 기본보험료를 차감한 금액)에 비례하여 차감하는 방식으로서 계약체결비용 및 유지/관리비용은 현재 공시이율 기준으로 산출  - 10년시점 수익률은 해당계약이 만기시점에 유효한 계약으로 가정하여, 만기유지보너스가 반영된 수치임""",1544-4000
NH농협생명,NHe부자습관저축보험(무배당),3.0,"10,800,000 원","10,914,686 원",101.06 %,"10,914,686 원","10,914,836 원",101.06 %,"10,914,836 원",0.37 %,1.06 %,1.56 %,-,2.39 %,0.0080 %,-,2.25 %,10년이내 1.0% 10년초과 0.5%,적립,비유니버셜,월납,CM,2025-01-01,"""1. 가입나이 : 만19세 ~ 최고 65세 2. 보험기간 : 5/10년 만기 3. 판매채널 : CM 4. 해약환급금 및 적립액 작성기준  - 기본보험료 30만원, 40세, 10년만기, 전기납, 월납, 공시이율 2.25%기준 5. 예상수익률/계약관리비용/유지관리비용/위험보장 작성기준  - 남자 40세, 기본보험료 30만원, 10년 만기, 전기납, 월납  - 상기 비용 및 위험보험료, 수익률은 보험기간을 기준으로 예시함  - 사업비를 기본보험료 납입에 따른 경과이자(기본보험료 납입 전일 종료시점의 기본보험료의 계약자적립액에서 이미 납입한 기본보험료를 차감한 금액)에 비례하여 차감하는 방식으로서 계약체결비용 및 유지/관리비용은 현재 공시이율 기준으로 산출  - 10년시점 수익률은 해당계약이 만기시점에 유효한 계약으로 가정하여, 만기유지보너스가 반영된 수치임""",1544-4000
NH농협생명,NHe부자습관저축보험(무배당),5.0,"18,000,000 원","18,463,511 원",102.58 %,"18,463,511 원","18,464,000 원",102.58 %,"18,464,000 원",0.44 %,2.58 %,3.72 %,-,3.16 %,0.0086 %,-,2.25 %,10년이내 1.0% 10년초과 0.5%,적립,비유니버셜,월납,CM,2025-01-01,"""1. 가입나이 : 만19세 ~ 최고 65세 2. 보험기간 : 5/10년 만기 3. 판매채널 : CM 4. 해약환급금 및 적립액 작성기준  - 기본보험료 30만원, 40세, 10년만기, 전기납, 월납, 공시이율 2.25%기준 5. 예상수익률/계약관리비용/유지관리비용/위험보장 작성기준  - 남자 40세, 기본보험료 30만원, 10년 만기, 전기납, 월납  - 상기 비용 및 위험보험료, 수익률은 보험기간을 기준으로 예시함  - 사업비를 기본보험료 납입에 따른 경과이자(기본보험료 납입 전일 종료시점의 기본보험료의 계약자적립액에서 이미 납입한 기본보험료를 차감한 금액)에 비례하여 차감하는 방식으로서 계약체결비용 및 유지/관리비용은 현재 공시이율 기준으로 산출  - 10년시점 수익률은 해당계약이 만기시점에 유효한 계약으로 가정하여, 만기유지보너스가 반영된 수치임""",1544-4000
NH농협생명,NHe부자습관저축보험(무배당),7.0,"25,200,000 원","26,355,707 원",104.59 %,"26,355,707 원","26,356,623 원",104.59 %,"26,356,623 원",0.81 %,4.59 %,6.34 %,-,3.48 %,0.0094 %,-,2.25 %,10년이내 1.0% 10년초과 0.5%,적립,비유니버셜,월납,CM,2025-01-01,"""1. 가입나이 : 만19세 ~ 최고 65세 2. 보험기간 : 5/10년 만기 3. 판매채널 : CM 4. 해약환급금 및 적립액 작성기준  - 기본보험료 30만원, 40세, 10년만기, 전기납, 월납, 공시이율 2.25%기준 5. 예상수익률/계약관리비용/유지관리비용/위험보장 작성기준  - 남자 40세, 기본보험료 30만원, 10년 만기, 전기납, 월납  - 상기 비용 및 위험보험료, 수익률은 보험기간을 기준으로 예시함  - 사업비를 기본보험료 납입에 따른 경과이자(기본보험료 납입 전일 종료시점의 기본보험료의 계약자적립액에서 이미 납입한 기본보험료를 차감한 금액)에 비례하여 차감하는 방식으로서 계약체결비용 및 유지/관리비용은 현재 공시이율 기준으로 산출  - 10년시점 수익률은 해당계약이 만기시점에 유효한 계약으로 가정하여, 만기유지보너스가 반영된 수치임""",1544-4000
NH농협생명,NHe부자습관저축보험(무배당),10.0,"36,000,000 원","39,160,198 원",108.78 %,"39,160,198 원","39,161,922 원",108.78 %,"39,161,922 원",2.66 %,8.78 %,11.49 %,-,3.72 %,0.0108 %,-,2.25 %,10년이내 1.0% 10년초과 0.5%,적립,비유니버셜,월납,CM,2025-01-01,"""1. 가입나이 : 만19세 ~ 최고 65세 2. 보험기간 : 5/10년 만기 3. 판매채널 : CM 4. 해약환급금 및 적립액 작성기준  - 기본보험료 30만원, 40세, 10년만기, 전기납, 월납, 공시이율 2.25%기준 5. 예상수익률/계약관리비용/유지관리비용/위험보장 작성기준  - 남자 40세, 기본보험료 30만원, 10년 만기, 전기납, 월납  - 상기 비용 및 위험보험료, 수익률은 보험기간을 기준으로 예시함  - 사업비를 기본보험료 납입에 따른 경과이자(기본보험료 납입 전일 종료시점의 기본보험료의 계약자적립액에서 이미 납입한 기본보험료를 차감한 금액)에 비례하여 차감하는 방식으로서 계약체결비용 및 유지/관리비용은 현재 공시이율 기준으로 산출  - 10년시점 수익률은 해당계약이 만기시점에 유효한 계약으로 가정하여, 만기유지보너스가 반영된 수치임""",1544-4000
교보라이프플래닛생명,교보라이프플래닛(무)b저축보험,1.0,"3,600,000 원","3,490,454 원",96.96 %,"3,490,454 원","3,490,454 원",96.96 %,"3,490,454 원",-3.48 %,-3.04 %,-2.71 %,-,4.13 %,0.0050 %,-,2.10 %,5년 미만 1.25% 5년 이상 10년 미만 1.00% 10년 이상 0.75%,적립,비유니버셜,월납,방카슈랑스  CM,2025-09-01,"1. 가입나이 : 만 19세 ~ 최대 77세 2. 보험기간 : 3년/5년/10년/20년만기, 보험료 납입기간 : 2년/3년/5년/10년/전기납 3. 해약환급금 예시 기준 : 2종, 40세, 10년만기, 전기납, 월납, 기본보험료 30만원, 공시이율 2.10% 4. 고액계약 만기유지보너스 기본보험료가 50만원 이상인 계약에서 기본보험료 납입을 완료하고 만기까지 유지된 경우에 한하여 고액계약 만기유지보너스 해당금액을 기본보험료 납입에 따른 계약자적립액에 더하여 계산 (5년납 미만) 50만원 이상 : 만기시점의 기본보험료 납입에 따른 계약자적립액의 1.0% (5년납 이상) 50만원 이상 : 만기시점의 기본보험료 납입에 따른 계약자적립액의 1.5%",1566-0999
교보라이프플래닛생명,교보라이프플래닛(무)b저축보험,3.0,"10,800,000 원","10,692,800 원",99.01 %,"10,692,800 원","10,692,800 원",99.01 %,"10,692,800 원",-2.27 %,-0.99 %,-0.01 %,-,4.12 %,0.0057 %,-,2.10 %,5년 미만 1.25% 5년 이상 10년 미만 1.00% 10년 이상 0.75%,적립,비유니버셜,월납,방카슈랑스  CM,2025-09-01,"1. 가입나이 : 만 19세 ~ 최대 77세 2. 보험기간 : 3년/5년/10년/20년만기, 보험료 납입기간 : 2년/3년/5년/10년/전기납 3. 해약환급금 예시 기준 : 2종, 40세, 10년만기, 전기납, 월납, 기본보험료 30만원, 공시이율 2.10% 4. 고액계약 만기유지보너스 기본보험료가 50만원 이상인 계약에서 기본보험료 납입을 완료하고 만기까지 유지된 경우에 한하여 고액계약 만기유지보너스 해당금액을 기본보험료 납입에 따른 계약자적립액에 더하여 계산 (5년납 미만) 50만원 이상 : 만기시점의 기본보험료 납입에 따른 계약자적립액의 1.0% (5년납 이상) 50만원 이상 : 만기시점의 기본보험료 납입에 따른 계약자적립액의 1.5%",1566-0999
